video_name,x_2D_shot,y_2D_shot,x_2D_rebound,y_2D_rebound
OFF REB (1067),1008.1095276425071,382.103869671332,925.4349153391872,413.03203386910286
OFF REB (1067),921.7526343152958,395.0073447576272,915.0227842351618,351.2676485397644
OFF REB (1067),914.5919977276508,624.598802003402,,
OFF REB (1068),,,,
OFF REB (1068),,,,
OFF REB (1068),,,,
OFF REB (1068),,,1185.4095120625288,286.2756687304354
OFF REB (1068),1032.4283340421257,398.9032143497063,1040.0995551364322,400.6440960194591
OFF REB (1068),1036.745223058538,398.9465811891114,1019.818214700756,390.53501051501286
OFF REB (1068),1008.1095276425071,382.103869671332,925.4349153391872,413.03203386910286
OFF REB (1068),921.7526343152958,395.0073447576272,915.0227842351618,351.2676485397644
OFF REB (1068),914.5919977276508,624.598802003402,,
OFF REB (1069),,,,
OFF REB (1069),,,,
OFF REB (1069),,,,
OFF REB (1069),,,1185.4095120625288,286.2756687304354
OFF REB (1069),1032.4283340421257,398.9032143497063,1040.0995551364322,400.6440960194591
OFF REB (1069),1036.745223058538,398.9465811891114,1019.818214700756,390.53501051501286
OFF REB (1069),1008.1095276425071,382.103869671332,925.4349153391872,413.03203386910286
OFF REB (1069),921.7526343152958,395.0073447576272,915.0227842351618,351.2676485397644
OFF REB (1069),914.5919977276508,624.598802003402,,
OFF REB (1096),813.4149687481894,250.06154968176676,1033.1395680206308,397.5863462053577
OFF REB (1108),619.4800168731991,-822.4099845707773,1029.1870789975997,392.7015242339108
OFF REB (1116),203.73884219869177,626.2554172334687,193.41778104879367,336.2150618556259
OFF REB (1116),205.93839110616463,478.1188141747139,192.89416366093943,398.1415404261334
OFF REB (1117),744.3281056048322,1283.478829686435,1039.523173104386,442.8151580970464
OFF REB (1122),921.6602137756186,221.69044309313225,1048.1310085963505,401.36701938760064
OFF REB (1122),1036.7930927976709,396.4897750685034,1036.3097809626688,396.8449937803951
OFF REB (1123),798.5811455742314,535.7588862306633,991.9181349919842,401.1811590795073
OFF REB (1126),1012.9842229350188,591.1799899760175,,
OFF REB (1140),432.8094716421207,338.9227971221729,253.08992011968388,330.7593323612553
OFF REB (1141),900.6749249675646,-623.5641855597387,1006.9230475596064,332.28901907160514
OFF REB (1145),1005.4055420891611,100.50082572344736,1042.1488279674645,399.0511502928839
OFF REB (1147),806.7193153192234,385.7668379616063,930.2271841342928,329.84553591306707
OFF REB (1147),1044.9532776310984,339.349844701689,1030.6504784566748,394.4440484946961
OFF REB (1151),,,211.23302094206556,394.2529925851785
OFF REB (1167),199.69010472191712,88.47104353901017,257.01684893263604,436.0347314504709
OFF REB (1171),1048.790414283427,401.8766179884684,1033.391414044527,398.8600533771726
OFF REB (1171),1028.4087874100408,393.8917165179642,1026.2255579313903,392.4991980598003
OFF REB (1171),1024.581553639276,391.6897722633815,986.5966332070624,367.0098681657357
OFF REB (1171),1043.680082346405,399.908901973408,,
OFF REB (1172),1049.0005489978882,401.9066473177671,1033.5918702984038,398.95870008636257
OFF REB (1172),1028.7187757964664,394.008533730062,1026.3689124294594,392.54815592781335
OFF REB (1172),1026.5364439267116,392.41140663560816,986.72188494199,367.27705067777055
OFF REB (1172),1044.9789391361105,400.217275406853,,
OFF REB (1175),1007.0597339680482,776.9534566529128,966.4000626419024,370.3404106730872
OFF REB (1178),189.49455543013403,408.2682338770718,191.81121905993828,393.3986740788421
OFF REB (1178),192.05737919930675,393.32310407221365,187.7440730881398,394.54551815407046
OFF REB (1178),182.3193964168491,395.9907562972976,181.982807722734,396.3367263596192
