frame,class_id,confidence,x_center,y_center,width,height,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,conf_kp1,conf_kp2,conf_kp3,conf_kp4,conf_kp5,conf_kp6
229,0,0.5089618563652039,30.0,281.0,58.0,426.0,,,,,,,,,,,,,0.052484337,0.12249419,0.12310643,0.05683543,0.22650546,0.06797451
230,0,0.5114311575889587,30.0,282.20001220703125,57.67729187011719,423.6000061035156,,,,,,,,,,,,,0.052910402,0.12328001,0.12375228,0.057057798,0.2270012,0.06847911
231,0,0.5823976993560791,32.3165283203125,275.8681640625,59.31450653076172,434.7193298339844,,,,,,,,,,,,,0.044026617,0.060673885,0.076290816,0.05400599,0.332415,0.09635802
232,0,0.6587736010551453,35.39630889892578,272.21240234375,61.3823127746582,447.6588134765625,,,,,,,,,,,,,0.05090966,0.06437749,0.07826573,0.053425837,0.33033445,0.102001645
233,0,0.7324681282043457,40.008384704589844,275.24725341796875,61.436248779296875,441.9892578125,,,,,,,,,,,,,0.062184658,0.06728421,0.08105154,0.05257017,0.35838664,0.124880634
234,0,0.7639132142066956,42.54984664916992,274.3257751464844,62.754234313964844,443.85693359375,,,,,,,,,,,,,0.07003856,0.066365644,0.079711065,0.04994565,0.38043898,0.13915639
235,0,0.7631868124008179,45.05668258666992,271.61505126953125,64.70711517333984,447.8263854980469,,,,,,,,,,,,,0.070973784,0.060857646,0.07380829,0.045269523,0.39463583,0.14209844
236,0,0.7632260918617249,45.834999084472656,270.3614807128906,66.46249389648438,449.7726135253906,,,,,,,,,,,,,0.070759855,0.060646363,0.07342686,0.04544577,0.3961064,0.1421394
237,0,0.7760401964187622,49.73927688598633,271.33245849609375,68.23833465576172,446.2430114746094,,,,,,,,,,,,,0.08307648,0.061067324,0.07962109,0.042401116,0.41415992,0.16217913
238,0,0.8002178072929382,52.430301666259766,272.101806640625,70.5063705444336,444.10064697265625,,,,,,,,,,,,,0.097352974,0.06683476,0.088829994,0.04163199,0.42807758,0.1867433
239,0,0.8344274759292603,54.99882125854492,272.7691955566406,73.01256561279297,441.19476318359375,,,,,,,,,,,,,0.107132316,0.068717435,0.096108615,0.040616695,0.45104185,0.21564004
240,0,0.8689700961112976,57.857242584228516,267.3434753417969,77.41197967529297,448.779541015625,,,,,,,,,,,,,0.102513455,0.06189415,0.08873518,0.037203904,0.47620508,0.22323143
241,0,0.8846433162689209,60.819068908691406,269.0111389160156,79.54771423339844,438.9397277832031,,,,,,,,,127.07684326171875,350.2015380859375,,,0.113083154,0.063011035,0.09174641,0.0352394,0.50969464,0.25435707
242,0,0.8847275376319885,61.81314468383789,269.378173828125,82.56218719482422,435.7588806152344,,,,,,,,,127.0112533569336,350.2591552734375,,,0.11319313,0.06307192,0.09170994,0.035312876,0.5099333,0.25432745
243,0,0.9094443321228027,64.75367736816406,268.2110595703125,87.03234100341797,438.578125,,,,,,,,,132.93060302734375,350.7261962890625,,,0.1209428,0.06256115,0.09487673,0.03211374,0.5408464,0.28658095
244,0,0.9146958589553833,68.41455078125,268.1357421875,92.1767349243164,442.94384765625,,,,,,,,,139.165771484375,351.4863586425781,,,0.12253596,0.060052816,0.093492545,0.02865657,0.55725527,0.2999459
