frame,class_id,confidence,x_center,y_center,width,height,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,conf_kp1,conf_kp2,conf_kp3,conf_kp4,conf_kp5,conf_kp6
47,0,0.9690790772438049,756.0,290.0,508.0,482.0,812.3110961914062,253.64834594726562,596.8025512695312,343.937255859375,307.1966247558594,439.7554931640625,,,,,813.1455688476562,532.5416259765625,0.66633654,0.5609993,0.68062425,0.060751084,0.489312,0.5900432
48,0,0.9692236185073853,755.5661010742188,288.6983642578125,507.0865173339844,481.1322326660156,810.151123046875,252.0379638671875,596.6649780273438,342.35748291015625,309.1556701660156,438.71685791015625,,,,,812.66845703125,530.9207763671875,0.66564655,0.5597575,0.678726,0.061579626,0.49446008,0.59290373
49,0,0.9690657258033752,755.8818969726562,287.6953125,505.2612609863281,479.42333984375,807.111572265625,251.01614379882812,596.2605590820312,341.3492431640625,312.78887939453125,437.780029296875,,,1009.382080078125,396.2304992675781,812.4478759765625,528.6903686523438,0.664319,0.55777335,0.6735009,0.06255637,0.50267327,0.59798706
50,0,0.9689357876777649,757.1361083984375,286.25830078125,503.80560302734375,478.1399230957031,812.3825073242188,251.20846557617188,598.49267578125,339.53717041015625,314.5610046386719,435.1715087890625,,,,,809.3550415039062,528.3194580078125,0.6582985,0.5523327,0.6757645,0.06395485,0.4936817,0.59098667
51,0,0.9689861536026001,757.5311889648438,285.0959167480469,503.395751953125,477.77911376953125,807.1851196289062,251.48538208007812,596.892822265625,341.187255859375,315.8681640625,436.95880126953125,,,1007.0391845703125,395.41180419921875,811.6466064453125,527.693603515625,0.6628456,0.5567202,0.67204714,0.06395463,0.5027729,0.5987971
52,0,0.9689812064170837,757.6386108398438,284.75372314453125,503.2878112792969,477.7078552246094,807.64404296875,251.52716064453125,596.9122924804688,341.1798095703125,315.5378112792969,436.8309631347656,,,1007.1060791015625,395.462158203125,811.330810546875,527.7095947265625,0.66278404,0.5563727,0.6723517,0.06396983,0.50196356,0.59842706
53,0,0.9689509868621826,758.0049438476562,283.97943115234375,503.208251953125,477.7210693359375,807.3008422851562,250.677001953125,596.8228759765625,340.23785400390625,316.08099365234375,436.18304443359375,,,1005.6251220703125,394.4012145996094,809.50439453125,527.18017578125,0.6604679,0.5543381,0.6718802,0.06482126,0.5031165,0.59833443
54,0,0.9681214690208435,757.77294921875,283.05157470703125,503.21148681640625,477.7547607421875,806.4110107421875,249.95404052734375,596.2775268554688,340.159423828125,315.7354431152344,436.54559326171875,,,1005.9243774414062,393.9053955078125,809.809814453125,527.3327026367188,0.66006035,0.55467814,0.6717972,0.0649202,0.5037617,0.5987902
55,0,0.9680152535438538,757.6725463867188,282.4106140136719,503.8614501953125,478.4716491699219,806.0409545898438,248.46536254882812,595.8363037109375,337.944091796875,313.88818359375,434.6668701171875,,,1006.2893676757812,392.7652587890625,811.2200317382812,525.8364868164062,0.66382074,0.55703485,0.6743916,0.06495562,0.50424224,0.60174507
56,0,0.9686347842216492,756.9481201171875,281.5348815917969,504.05218505859375,478.75140380859375,806.1454467773438,246.90948486328125,593.5066528320312,337.4139709472656,311.9232482910156,433.5660400390625,,,1001.1588134765625,391.6601257324219,803.5030517578125,524.4359741210938,0.66433823,0.5512058,0.6706347,0.065973096,0.51477945,0.61241937
57,0,0.9685390591621399,756.6717529296875,281.24505615234375,505.3250732421875,480.2098083496094,805.0293579101562,245.59188842773438,593.7157592773438,335.91595458984375,311.9222412109375,433.4915771484375,,,1002.9346313476562,391.4154357910156,806.7517700195312,524.5151977539062,0.6656457,0.55321026,0.67182916,0.06532028,0.51501036,0.6133303
58,0,0.9685127139091492,756.5662841796875,281.169921875,505.6488342285156,480.7571105957031,805.3008422851562,245.7684326171875,593.7261962890625,336.0614929199219,311.64031982421875,433.51422119140625,,,1002.976806640625,391.5481872558594,806.5836181640625,524.6182861328125,0.665746,0.55320424,0.67209566,0.065303676,0.5142663,0.61298496
59,0,0.9680197238922119,756.5257568359375,280.8382568359375,506.236572265625,481.6261291503906,804.60693359375,245.62158203125,594.5292358398438,335.6007385253906,311.9860534667969,434.28509521484375,,,1005.1177368164062,391.70306396484375,809.6923828125,525.1712646484375,0.66499275,0.5551022,0.6737974,0.06481082,0.51108664,0.608898
60,0,0.9685671329498291,756.8427734375,280.4072265625,505.5707092285156,481.2811279296875,805.603271484375,244.86361694335938,593.6630859375,335.2586669921875,312.35894775390625,433.127685546875,,,1002.2632446289062,390.9316711425781,805.5244140625,524.354248046875,0.6647517,0.55201674,0.67055786,0.06548262,0.51821476,0.61542296
61,0,0.968890368938446,756.9614868164062,279.9377136230469,505.7499084472656,481.8078308105469,805.1578979492188,243.17025756835938,593.7196044921875,333.3226623535156,312.38873291015625,432.24774169921875,,,1002.8414306640625,390.14227294921875,806.5372314453125,523.9651489257812,0.66489244,0.55137503,0.67041594,0.06532555,0.52007914,0.61718905
62,0,0.9656630754470825,757.6676635742188,282.4375,510.4404602050781,487.3060302734375,800.0236206054688,244.73895263671875,601.33056640625,331.41412353515625,318.2373962402344,437.3135986328125,,,,,836.6588134765625,528.287841796875,0.66165704,0.5689995,0.6851539,0.06157091,0.48315707,0.5805293
63,0,0.963543176651001,757.6004638671875,283.0636291503906,512.2740478515625,490.01837158203125,796.8683471679688,246.63909912109375,603.86865234375,331.6133117675781,319.7248840332031,439.1575012207031,,,,,851.0144653320312,527.708251953125,0.66405326,0.5768831,0.689832,0.06014161,0.46657997,0.56547743
64,0,0.9636267423629761,757.5701293945312,283.309326171875,512.385498046875,491.0148010253906,797.4754638671875,246.780517578125,604.0209350585938,331.60107421875,319.5772705078125,439.01251220703125,,,,,850.5806884765625,527.794921875,0.6636789,0.5765403,0.6902901,0.060234707,0.4654525,0.56465065
65,0,0.9632605910301208,758.2145385742188,282.0871276855469,509.3247985839844,488.71258544921875,802.356201171875,246.9361572265625,605.0771484375,329.8789367675781,317.6600341796875,436.61993408203125,,,,,845.408935546875,528.021484375,0.65845704,0.5704314,0.6944023,0.061626885,0.45499954,0.5560165
66,0,0.9613581895828247,759.1163330078125,280.63568115234375,506.36016845703125,485.816162109375,813.8704223632812,251.67144775390625,609.4749755859375,340.3158264160156,325.6122131347656,435.3786926269531,,,,,840.1649169921875,521.0028076171875,0.6537475,0.5724314,0.64335823,0.04680044,0.44502437,0.5478889
67,0,0.9605858325958252,759.7809448242188,279.76641845703125,504.5606384277344,484.03857421875,814.6895141601562,251.81869506835938,609.8460083007812,340.0239562988281,325.0262451171875,434.7993469238281,,,,,840.3585205078125,521.0047607421875,0.6522005,0.5708529,0.64457256,0.046814233,0.4416487,0.54382694
68,0,0.9596837162971497,759.6903076171875,277.4661865234375,501.4377746582031,480.7124328613281,819.590087890625,246.088623046875,603.8501586914062,337.0551452636719,317.67047119140625,428.8844299316406,,,,,819.5670166015625,519.41796875,0.6444236,0.56147695,0.6416712,0.048801724,0.45980182,0.55974466
69,0,0.9616543650627136,759.6451416015625,276.28582763671875,499.8508605957031,478.7975769042969,818.5411376953125,245.8843994140625,605.0525512695312,335.4973449707031,320.3551330566406,426.67620849609375,,,,,818.5518798828125,516.1530151367188,0.64592737,0.5649519,0.64276505,0.049869947,0.4661788,0.5627019
70,0,0.9616653919219971,759.28759765625,275.86712646484375,499.58258056640625,478.0935974121094,818.7267456054688,245.61483764648438,604.9745483398438,335.3018493652344,320.1397705078125,426.510009765625,,,,,818.2845458984375,516.1124877929688,0.64587086,0.56513536,0.6434435,0.05000997,0.46562195,0.5628137
71,0,0.9670163989067078,757.820556640625,274.74169921875,498.7813720703125,477.1866455078125,811.4379272460938,240.20639038085938,594.7944946289062,327.6343078613281,309.56121826171875,423.91888427734375,,,998.8949584960938,386.24468994140625,798.25732421875,518.1935424804688,0.660303,0.54007655,0.6741244,0.06941672,0.51474416,0.6123648
72,0,0.9693302512168884,757.2643432617188,274.67523193359375,499.1742248535156,477.529296875,810.8117065429688,239.19757080078125,593.3570556640625,327.09552001953125,311.2430419921875,422.21929931640625,,,994.9986572265625,385.2645263671875,795.5941162109375,515.6363525390625,0.6647763,0.54033065,0.6686907,0.06982501,0.53025544,0.62658715
73,0,0.9696364402770996,756.7261352539062,274.67633056640625,500.6435241699219,479.0030517578125,813.3182373046875,238.81329345703125,591.7735595703125,327.931640625,307.034423828125,422.1619567871094,,,994.369140625,385.39862060546875,791.3726806640625,515.9071655273438,0.6668842,0.53752625,0.6691648,0.06951482,0.53039443,0.6305425
74,0,0.9698323011398315,756.5274658203125,275.03033447265625,501.9565734863281,480.235107421875,808.3284301757812,237.64776611328125,589.5499877929688,328.3995056152344,307.1134948730469,423.6767883300781,,,993.545166015625,384.61444091796875,792.39208984375,515.0660400390625,0.6704008,0.5393907,0.66467226,0.06887814,0.5428798,0.640337
75,0,0.9690970778465271,756.1277465820312,274.8543395996094,501.7887268066406,480.0483093261719,811.73876953125,236.04425048828125,589.0491333007812,327.0016174316406,304.90203857421875,421.6623229980469,,,992.617431640625,384.17559814453125,788.6849365234375,515.564208984375,0.6685832,0.5351011,0.66676027,0.06939724,0.5386433,0.63968164
76,0,0.9691388607025146,755.9827270507812,274.8055114746094,501.7435302734375,479.98138427734375,811.3260498046875,236.03289794921875,589.1424560546875,326.9398193359375,305.19366455078125,421.73516845703125,,,992.6656494140625,384.0833435058594,789.1332397460938,515.41162109375,0.668767,0.5355163,0.66664505,0.06939853,0.5390512,0.6397802
77,0,0.9694108963012695,756.5958251953125,274.47265625,501.15185546875,479.299072265625,807.1790161132812,235.0028076171875,588.9276123046875,325.87457275390625,307.9913024902344,421.4762878417969,,,992.263427734375,382.6779479980469,792.391845703125,512.9459228515625,0.67153645,0.5383683,0.66307175,0.06961123,0.5488009,0.64621514
78,0,0.969523012638092,757.1640014648438,274.3619384765625,500.9023742675781,479.0458984375,807.589599609375,235.60498046875,589.901123046875,325.570068359375,309.0061340332031,421.0938720703125,,,992.386962890625,382.67169189453125,793.0799560546875,512.4961547851562,0.67139155,0.5387517,0.66370517,0.06985651,0.5460741,0.6438917
79,0,0.9695671796798706,757.3809204101562,274.33447265625,500.8230285644531,478.956787109375,806.5023803710938,235.77008056640625,590.4828491210938,325.35845947265625,310.709228515625,421.33203125,,,991.82568359375,382.4941711425781,794.2265014648438,512.3455810546875,0.6712343,0.5399721,0.6633194,0.07005925,0.5466067,0.6436577
80,0,0.9694122076034546,757.463134765625,274.3371887207031,500.61737060546875,478.9297180175781,807.47607421875,236.56524658203125,591.6832275390625,325.2405090332031,311.84808349609375,420.7318115234375,,,992.06103515625,382.6473693847656,795.0342407226562,512.1170043945312,0.6707842,0.5405904,0.66458803,0.07032021,0.5418931,0.63948256
81,0,0.9695665240287781,756.5020751953125,274.3500061035156,500.7374267578125,478.92572021484375,805.4186401367188,236.30825805664062,590.25,326.1705627441406,309.09637451171875,421.6038818359375,,,992.7841796875,382.7608947753906,795.4481201171875,511.205810546875,0.6736129,0.5407362,0.6637716,0.0700187,0.5435537,0.6415406
82,0,0.9696000218391418,756.1396484375,274.3652648925781,500.85418701171875,478.9297180175781,805.3729248046875,236.3106689453125,590.2805786132812,326.1112060546875,309.0702819824219,421.57904052734375,,,992.7919921875,382.72589111328125,795.524658203125,511.15185546875,0.6736012,0.5407015,0.6638683,0.07007736,0.54322416,0.64132816
82,0,0.5718541145324707,316.392578125,360.0,632.78515625,720.0,313.06744384765625,380.8462219238281,,,,667.77685546875,,,628.6632080078125,607.4580078125,370.86639404296875,720.0,0.66455275,0.42834502,0.55627596,0.02497642,0.50579464,0.6698667
82,0,0.9696000218391418,756.1396484375,274.3652648925781,500.85418701171875,478.9297180175781,805.3729248046875,236.3106689453125,590.2805786132812,326.1112060546875,309.0702819824219,421.57904052734375,,,992.7919921875,382.72589111328125,795.524658203125,511.15185546875,0.6736012,0.5407015,0.6638683,0.07007736,0.54322416,0.64132816
82,0,0.5718541145324707,316.392578125,360.0,632.78515625,720.0,313.06744384765625,380.8462219238281,,,,667.77685546875,,,628.6632080078125,607.4580078125,370.86639404296875,720.0,0.66455275,0.42834502,0.55627596,0.02497642,0.50579464,0.6698667
83,0,0.9695353507995605,756.337158203125,274.71075439453125,500.27606201171875,478.2752685546875,809.5498046875,237.76885986328125,591.964599609375,326.0852355957031,308.9095153808594,421.1277770996094,,,992.8931884765625,383.5556335449219,794.1884765625,512.981201171875,0.67068803,0.5406528,0.6692472,0.07060467,0.5318141,0.63325244
84,0,0.9695463180541992,756.0853881835938,274.8491516113281,500.2141418457031,478.03326416015625,811.2662353515625,238.072265625,592.1431884765625,326.4201354980469,307.1576843261719,421.49700927734375,,,993.2406005859375,384.08465576171875,793.01953125,514.0125732421875,0.67010057,0.53996885,0.6716854,0.070381805,0.52722543,0.6301874
85,0,0.9694533348083496,755.993896484375,274.906982421875,500.29888916015625,477.9488220214844,810.1563720703125,238.12667846679688,591.5301513671875,327.0317077636719,307.1665954589844,422.0440979003906,,,992.609130859375,384.1800537109375,792.633544921875,514.0449829101562,0.6702431,0.54002094,0.6708451,0.07044351,0.52905893,0.631579
86,0,0.9694333672523499,755.9633178710938,274.9333801269531,500.4294738769531,477.9239807128906,809.3236083984375,237.75335693359375,591.5640258789062,326.7589111328125,307.96783447265625,422.1949462890625,,,992.3734130859375,383.84320068359375,793.3546752929688,513.8783569335938,0.6701901,0.5402177,0.6704453,0.07064038,0.530071,0.6325011
87,0,0.9693556427955627,756.2861328125,275.2777099609375,501.0657653808594,478.5821533203125,809.77294921875,237.97085571289062,593.0204467773438,326.08074951171875,310.0936584472656,421.7269287109375,,,992.7957763671875,383.7070617675781,795.109619140625,514.158203125,0.6681109,0.5410782,0.6720786,0.07101644,0.52506286,0.62750113
88,0,0.9693277478218079,756.4110717773438,275.4105529785156,501.283203125,478.8355407714844,809.9482421875,238.06106567382812,593.1055908203125,326.1163635253906,310.0229187011719,421.6698913574219,,,992.864013671875,383.76287841796875,795.1036376953125,514.1691284179688,0.66813487,0.5410821,0.6722814,0.0710266,0.52442837,0.62700087
89,0,0.969224750995636,757.4509887695312,275.4621276855469,501.2474060058594,478.9335021972656,809.7514038085938,238.10601806640625,594.5155029296875,325.40484619140625,312.3592834472656,421.49365234375,,,993.8555908203125,383.42498779296875,797.6599731445312,514.1998901367188,0.6666388,0.54247135,0.6724678,0.071151756,0.5226732,0.6240571
90,0,0.9695188999176025,756.8527221679688,275.4823913574219,501.257080078125,478.9715881347656,807.1421508789062,237.89364624023438,593.38818359375,326.0281677246094,311.5019226074219,422.29595947265625,,,993.0878295898438,383.4493408203125,797.8097534179688,513.7616577148438,0.668484,0.5433009,0.67152774,0.07112958,0.5257987,0.62682205
91,0,0.9695335626602173,756.293701171875,275.8209228515625,501.9325866699219,479.6473388671875,808.0924682617188,238.14364624023438,592.8866577148438,326.57586669921875,309.53253173828125,422.6529846191406,,,993.8719482421875,384.08984375,797.8047485351562,514.0960693359375,0.670486,0.5439556,0.6728326,0.07075984,0.5241158,0.6277896
92,0,0.96989506483078,755.4224243164062,276.2789611816406,501.9597473144531,479.24176025390625,812.305908203125,239.35699462890625,592.4815063476562,327.9742126464844,305.7528991699219,422.65106201171875,,,995.1287841796875,385.4083557128906,795.0211181640625,515.43017578125,0.67118347,0.5427466,0.67581373,0.070119396,0.5183141,0.6251505
93,0,0.9699269533157349,754.7652587890625,276.45062255859375,502.3006591796875,479.0863342285156,812.193115234375,238.66464233398438,592.1026611328125,327.5072937011719,304.9189758300781,422.1501159667969,,,995.7593994140625,384.9740295410156,795.152587890625,514.9122314453125,0.67160296,0.5421871,0.67590034,0.06991672,0.5193224,0.6250319
94,0,0.9699304103851318,754.5231323242188,276.51239013671875,502.694580078125,479.0273132324219,812.1732788085938,238.72381591796875,592.1375122070312,327.52056884765625,305.15625,422.1519775390625,,,995.6537475585938,384.97845458984375,795.1196899414062,514.9100341796875,0.67147446,0.54221636,0.6757507,0.069941856,0.5195521,0.62509304
