frame,tracking_id,class_id,x_center,y_center,width,height,confidence
20,6,2,890.5813,479.18164,216.47583,333.13272,0.7844095826148987
20,3,2,1087.0935,475.58102,140.46326,389.97662,0.6171777844429016
21,5,2,1119.997,420.48248,126.42432,292.06235,0.5809789896011353
21,6,2,911.83887,482.3076,223.28906,333.82343,0.6419582366943359
21,7,2,1220.259,526.8077,119.48193,373.3433,0.6360958218574524
22,5,2,1130.8192,418.50504,124.63696,289.96625,0.5799949169158936
22,6,2,927.1249,480.65765,237.92505,344.95187,0.6278197765350342
22,7,2,1220.2987,528.33765,119.40259,380.32788,0.6428549885749817
23,5,2,1149.751,426.2021,122.74255,290.07907,0.7257156372070312
23,6,2,932.62354,492.63123,240.56293,337.52454,0.5230297446250916
23,7,2,1225.198,528.9869,109.604004,378.74353,0.6700635552406311
24,7,2,1236.5098,556.8563,86.98059,323.7583,0.6429450511932373
25,5,2,1190.4495,413.99902,121.06726,295.33218,0.7267231345176697
27,5,2,1214.4365,402.5332,110.99109,277.38254,0.7446119785308838
28,5,2,1222.114,398.52008,105.89661,270.84445,0.7438873052597046
29,5,2,1231.9717,386.67905,96.05652,277.29962,0.653866708278656
30,5,2,1236.3044,378.41635,87.391235,277.08295,0.7128867506980896
31,5,2,1239.3862,366.27213,81.22742,275.66974,0.7332679033279419
32,5,2,1240.794,357.41187,78.41199,277.96802,0.6985794305801392
33,5,2,1241.7231,350.45563,76.55371,278.44162,0.6384361982345581
34,5,2,1242.1399,347.9716,75.72009,278.73547,0.6394135355949402
35,5,2,1244.7185,343.92346,70.56287,278.45947,0.5881763696670532
36,5,2,1246.0354,342.51413,67.9292,278.2447,0.5877360701560974
36,9,2,1236.6721,342.957,73.76965,276.87762,0.5213855504989624
37,9,2,1243.6213,344.03857,72.75745,278.5819,0.5880025029182434
41,-1,2,1201.8855,377.7405,62.046387,263.82416,0.6080635190010071
42,10,2,1195.6658,389.5506,62.91736,267.40848,0.6441013813018799
44,-1,2,1162.4661,444.10144,60.98242,263.31763,0.5110647678375244
45,3,2,1210.9086,531.0212,136.03076,376.82602,0.6941680908203125
46,12,2,1140.9724,472.02502,55.710815,260.28873,0.5063148140907288
46,3,2,1212.206,532.0804,135.58777,375.83923,0.6834167838096619
47,-1,2,192.35281,374.7834,60.801514,182.78577,0.9419363141059875
47,-1,2,454.3767,358.32025,62.53174,163.27454,0.9096246957778931
47,-1,2,767.7323,380.75772,82.095215,188.22919,0.9084001779556274
47,-1,2,652.5521,346.58798,82.52905,176.29169,0.9072061777114868
47,-1,2,833.68555,275.68283,54.281982,151.76227,0.9059365391731262
47,-1,2,516.35504,398.9018,86.18164,141.26343,0.8989979028701782
47,-1,2,495.2647,528.0668,106.54578,244.1399,0.8921787142753601
47,-1,2,914.4424,261.21008,52.236572,123.36098,0.8880608677864075
47,-1,1,588.59924,154.36838,45.29187,44.071594,0.8579504489898682
47,-1,2,843.989,464.10477,132.83862,168.32916,0.8512946367263794
47,-1,2,834.96423,431.27728,116.776245,229.66528,0.8468225598335266
48,14,2,191.5912,374.24548,60.417847,181.58508,0.9382795691490173
48,15,2,452.22577,355.82166,62.027496,162.01389,0.8916533589363098
48,16,2,767.8904,378.49368,82.27228,188.62329,0.907252311706543
48,17,2,653.84143,346.3564,81.496216,174.05121,0.9027045965194702
48,18,2,833.8888,275.68842,54.662903,152.8263,0.9143299460411072
48,19,2,514.0852,400.0158,87.203186,142.81015,0.9017534852027893
48,20,2,483.66327,529.7862,108.412384,248.13696,0.8730120062828064
48,21,2,916.2489,260.51154,52.09796,122.93234,0.8915808796882629
48,22,1,588.58435,153.33405,45.663574,44.434387,0.8652315735816956
48,23,2,843.5677,463.69977,133.31311,168.95157,0.85773766040802
48,24,2,836.54034,430.39297,116.76538,229.55182,0.7932395339012146
49,14,2,191.18985,373.07898,60.479706,181.60522,0.9342977404594421
49,15,2,450.4599,353.00226,60.447968,157.87805,0.8993307948112488
49,16,2,767.9238,374.92725,81.59747,187.0651,0.9113893508911133
49,17,2,656.1521,345.50763,81.371826,173.86295,0.9087045788764954
49,18,2,834.7153,275.74155,55.04358,153.9273,0.9103015661239624
49,19,2,512.9922,401.64142,87.155914,142.56003,0.8875705599784851
49,20,2,475.50214,532.62054,108.39783,247.28152,0.8911062479019165
49,21,2,917.1578,260.70044,52.013916,122.505585,0.9137798547744751
49,22,1,588.4541,152.29816,46.46649,45.23378,0.8688043355941772
49,23,2,841.35266,464.8242,131.4289,166.64984,0.8515602946281433
49,24,2,835.8655,415.7614,104.31555,204.75916,0.7071884870529175
50,14,2,190.75851,371.89832,60.90297,182.65598,0.933451235294342
50,15,2,449.5683,349.44955,61.272522,159.97778,0.8843939900398254
50,16,2,768.8723,370.1428,81.9715,188.04285,0.912844181060791
50,17,2,657.59125,344.81345,80.864746,172.72192,0.9107206463813782
50,18,2,835.7218,273.94592,54.1192,151.24518,0.893300473690033
50,19,2,507.80734,404.25323,88.092224,143.6777,0.7145974636077881
50,20,2,474.71674,529.5347,108.5007,246.30057,0.908237636089325
50,21,2,919.23865,261.0183,52.18744,122.513,0.9056488871574402
50,22,1,587.8871,151.18155,46.84845,45.645645,0.8640872240066528
50,23,2,838.7567,464.28046,129.20331,164.01038,0.9040259718894958
51,14,2,189.8345,370.85477,61.017776,182.68298,0.927789032459259
51,15,2,449.80316,348.20123,61.93109,161.4234,0.875826895236969
51,16,2,770.6816,366.81165,81.58899,187.00745,0.8996647596359253
51,17,2,659.1414,344.38782,80.805176,172.56989,0.9091765284538269
51,18,2,837.1284,273.8521,54.201965,151.2518,0.8918390870094299
51,19,2,505.8856,407.10168,87.59979,142.33203,0.6530426144599915
51,20,2,470.08734,526.55896,108.57761,245.08014,0.9013474583625793
51,21,2,921.6362,260.30865,51.98712,121.14017,0.9108152985572815
51,22,1,587.77563,150.37866,46.994324,45.804092,0.8628113269805908
51,23,2,837.68054,463.11737,125.32562,159.19714,0.9121771454811096
51,24,2,851.7302,390.25555,77.29645,151.5415,0.566474974155426
52,14,2,189.54456,370.6046,61.105545,182.57516,0.9275906085968018
52,15,2,449.84503,347.8244,62.197296,161.81662,0.8753974437713623
52,16,2,771.2451,365.8853,81.527466,186.68616,0.8996725678443909
52,17,2,659.56976,344.30286,80.83057,172.59348,0.9095216393470764
52,18,2,837.5502,273.87097,54.309265,151.29593,0.8917867541313171
52,19,2,505.51257,407.9339,87.639496,141.78125,0.6508728265762329
52,20,2,468.73547,525.6231,109.1499,244.75089,0.9016726016998291
52,21,2,922.31213,260.10724,52.191772,120.591736,0.9108559489250183
52,22,1,587.73236,150.14217,47.035034,45.86007,0.8629969954490662
52,23,2,837.4482,462.77002,124.15674,157.84708,0.9117640852928162
52,26,0,432.3399,460.04578,47.374176,43.599823,0.5740216970443726
52,24,2,853.754,387.59772,74.67633,146.20657,0.5646448135375977
53,14,2,188.91873,369.95978,61.34932,183.1919,0.9250348210334778
53,15,2,447.58798,346.76746,62.447998,162.18332,0.8919655680656433
53,16,2,776.2002,362.7744,78.447266,180.33267,0.9059900641441345
53,17,2,661.57495,344.13788,80.76105,172.65396,0.8982942700386047
53,18,2,838.4468,272.10953,53.017212,146.77382,0.8865262866020203
53,19,2,496.96854,410.0957,91.29352,145.60477,0.5749905705451965
53,20,2,458.81665,524.26404,107.51938,240.96585,0.8716843128204346
53,21,2,923.4153,260.07172,53.008728,120.9603,0.9146298170089722
53,22,1,587.54016,149.72488,46.628662,45.45012,0.8686659336090088
53,23,2,837.44293,468.08948,129.34827,165.12997,0.9292747974395752
53,26,0,427.53625,464.66605,46.44162,42.788208,0.7066539525985718
53,24,2,855.5496,388.8342,75.99866,149.09747,0.8046253323554993
54,14,2,187.51294,369.2069,61.426743,183.33609,0.9197185039520264
54,15,2,445.55435,345.49994,62.641357,162.69333,0.894760012626648
54,16,2,777.24695,362.2773,78.29047,180.91815,0.8927057981491089
54,17,2,663.573,343.6442,80.595276,172.51251,0.8923980593681335
54,18,2,839.53864,270.14746,52.011475,143.07625,0.8887627720832825
54,19,2,502.45618,412.617,91.96915,146.67264,0.6483930945396423
54,20,2,453.5744,517.0016,104.178375,231.98651,0.8611569404602051
54,21,2,924.9235,259.86725,54.243774,121.89789,0.9154298305511475
54,22,1,587.3806,148.94518,46.686035,45.430977,0.8792992234230042
54,23,2,839.801,472.1331,131.08258,167.66205,0.8915538787841797
54,26,0,418.50854,470.9117,44.48349,41.16803,0.7332396507263184
54,24,2,857.4332,407.22882,93.10095,185.79092,0.8236013650894165
55,14,2,186.51521,368.79987,61.360138,182.83679,0.9188356995582581
55,15,2,443.779,344.37537,62.31781,161.67206,0.9040162563323975
55,16,2,778.7135,360.2729,77.4635,180.3154,0.8936644792556763
55,17,2,665.8911,343.30005,80.55682,172.55399,0.8888416290283203
55,18,2,841.42065,269.94202,52.321777,142.93492,0.8927047252655029
55,19,2,505.57974,429.77957,111.46661,180.91974,0.7779709100723267
55,20,2,440.86002,512.7496,101.33728,223.97226,0.8523469567298889
55,21,2,926.2407,259.4286,56.211792,124.35414,0.9135143756866455
55,22,1,586.8718,148.09953,45.9433,44.522194,0.8818368315696716
55,23,2,841.8849,479.30286,134.73596,172.52383,0.8514555096626282
55,26,0,413.41583,478.88623,41.49536,38.412537,0.8734489679336548
55,24,2,858.9956,416.73944,101.14105,204.19235,0.8704736232757568
56,14,2,186.51083,367.34598,61.51332,183.29779,0.9004203081130981
56,15,2,443.0252,344.59253,63.444122,164.44006,0.9102244973182678
56,16,2,779.4397,355.3788,78.300964,183.57733,0.8979861736297607
56,17,2,669.14514,343.09506,80.38977,171.93073,0.8926503658294678
56,18,2,842.25275,269.41608,52.721924,142.89993,0.891079306602478
56,19,2,509.18427,431.05032,109.14017,180.20209,0.8719393014907837
56,20,2,427.688,513.37524,99.091034,216.39197,0.8699525594711304
56,21,2,927.5205,259.81506,57.17682,124.055984,0.9233837723731995
56,22,1,586.6272,147.18472,45.557373,44.02569,0.8783090710639954
56,23,2,843.7446,479.71027,126.60303,160.77432,0.8398306965827942
56,26,0,407.44983,485.63428,39.379883,36.311096,0.7828418612480164
56,24,2,859.72546,420.11542,103.69299,211.9324,0.8651146292686462
57,14,2,186.51836,365.55365,61.957336,184.49661,0.8868069052696228
57,15,2,441.97693,343.85675,63.88788,165.36368,0.9067928194999695
57,16,2,777.9931,353.54443,81.20996,191.23575,0.8892074823379517
57,17,2,671.8203,342.79608,80.7041,171.88345,0.8966437578201294
57,18,2,842.9689,268.9045,53.372375,143.32524,0.895828127861023
57,19,2,512.4553,433.2289,109.22452,182.95404,0.8626664876937866
57,20,2,413.78516,515.8577,98.16278,212.81235,0.8774909377098083
57,21,2,930.35455,260.08038,57.91333,122.762146,0.9269445538520813
57,22,1,586.4658,146.53566,45.2381,43.614143,0.8798909783363342
57,23,2,844.5259,475.46582,116.165955,145.49866,0.840641438961029
57,26,0,398.74683,494.8907,37.098663,34.09134,0.8320282697677612
57,24,2,858.31274,419.3327,103.906006,217.17892,0.8880162239074707
58,14,2,186.52744,364.84906,62.138657,184.91644,0.8868329524993896
58,15,2,441.64026,343.6406,64.09601,165.67181,0.9074111580848694
58,16,2,777.3965,352.93756,82.06525,194.07143,0.8893054127693176
58,17,2,672.7132,342.72955,81.04639,171.90182,0.8963683843612671
58,18,2,843.20703,268.74332,53.901978,143.45305,0.8958991169929504
58,19,2,513.6666,433.903,108.184265,183.832,0.8626077175140381
58,20,2,409.1742,516.8344,98.332,211.68234,0.8776112198829651
58,21,2,931.4165,260.19995,58.96997,122.22473,0.926941990852356
58,22,1,586.419,146.33545,45.180298,43.45539,0.880050778388977
58,23,2,844.7092,473.9563,113.564514,140.3953,0.8414208292961121
58,26,0,396.2533,497.5379,36.555695,33.472687,0.8319730758666992
58,24,2,857.58044,419.0042,102.534424,219.1246,0.8878218531608582
59,14,2,185.6863,364.10898,62.2825,185.24255,0.8920031189918518
59,15,2,440.68475,344.9172,65.76947,169.11932,0.9100396633148193
59,16,2,780.355,352.59293,85.780334,203.63957,0.8355913758277893
59,17,2,674.88403,342.51874,81.3288,171.63382,0.9099124073982239
59,18,2,843.3046,268.1899,54.22107,142.62689,0.8931965231895447
59,19,2,514.18616,433.19476,106.14545,183.06662,0.8798114657402039
59,20,2,405.5309,518.4829,99.37671,211.75195,0.8928572535514832
59,21,2,932.9507,259.8091,60.168823,122.03752,0.9224134683609009
59,22,1,586.2069,145.64644,44.997864,43.150246,0.8726112246513367
59,23,2,843.30505,477.03937,118.53644,146.52039,0.7886041402816772
59,24,2,856.839,422.483,104.58978,228.73553,0.8912659883499146
60,14,2,185.36972,363.44354,63.029083,187.41855,0.8944265246391296
60,15,2,440.36102,344.79907,66.37836,169.64832,0.9181497097015381
60,16,2,782.8986,350.28717,85.49585,202.72992,0.8672267198562622
60,17,2,676.82776,342.0412,81.776306,171.611,0.9137324690818787
60,18,2,843.62915,267.75528,54.564087,141.48665,0.9000037312507629
60,19,2,514.031,432.64996,104.7731,182.9043,0.8985524773597717
60,20,2,397.9312,518.95496,100.8013,211.05405,0.8834158778190613
60,21,2,934.65173,259.16153,61.788025,122.8842,0.9172418713569641
60,22,1,586.1488,145.26004,44.650208,42.682426,0.8692611455917358
60,23,2,830.3171,476.81726,122.227905,148.46643,0.7400051355361938
60,24,2,856.0334,427.75482,107.3457,239.01172,0.8830008506774902
61,14,2,184.8753,362.51523,63.237778,187.8648,0.8916155695915222
61,15,2,439.57794,344.69586,67.02829,169.9433,0.9236621260643005
61,16,2,784.0534,345.73242,83.81482,197.9523,0.8865673542022705
61,17,2,679.76917,341.39142,82.6817,172.44887,0.9148154854774475
61,18,2,843.62384,267.76874,55.910767,142.96767,0.8982443809509277
61,19,2,513.9928,431.12885,104.425995,183.67209,0.8623178005218506
61,20,2,385.85556,520.17834,103.53674,211.41199,0.8785343766212463
61,21,2,937.31274,258.71976,62.751404,122.73152,0.9180377721786499
61,22,1,586.4154,144.8462,44.69171,42.699562,0.8720924258232117
61,23,2,823.2925,477.94,126.23273,150.84549,0.7728573679924011
61,24,2,853.09094,427.78235,106.90875,239.94617,0.8727716207504272
62,14,2,183.66414,361.96298,63.368317,188.04138,0.8971170783042908
62,15,2,437.59354,345.24506,67.84393,169.77744,0.9265190362930298
62,16,2,784.55133,339.40723,80.13623,187.72725,0.8756121397018433
62,17,2,683.0006,340.96835,82.83386,171.79028,0.8967106342315674
62,18,2,843.56836,267.6811,57.62915,145.30821,0.9008981585502625
62,19,2,514.495,429.80975,104.714325,184.87857,0.8650372624397278
62,20,2,377.5318,522.73193,106.91406,213.85797,0.8854151368141174
62,21,2,939.5355,258.4593,63.56781,122.276474,0.9160436391830444
62,22,1,586.53986,144.7153,44.978516,42.973892,0.873047411441803
62,23,2,819.51874,497.34125,159.52612,192.51913,0.8119125962257385
62,24,2,855.2402,423.26373,102.69885,233.6384,0.8593513369560242
63,14,2,183.2073,361.19745,63.93257,188.57187,0.8957360982894897
63,15,2,434.0927,345.56842,69.75345,171.18454,0.9020062685012817
63,16,2,786.54504,338.3841,82.141785,191.56361,0.8821665048599243
63,17,2,686.57355,340.297,83.878296,172.82634,0.9051883816719055
63,18,2,843.6426,267.81366,59.280884,147.58548,0.8984454274177551
63,19,2,514.6082,428.71527,105.29419,186.88354,0.8608717322349548
63,20,2,367.59137,525.07635,111.156586,218.53574,0.8991161584854126
63,21,2,942.8966,258.39545,63.8584,120.68721,0.9117283225059509
63,22,1,586.6467,144.16994,44.970276,42.979576,0.8704541325569153
63,23,2,810.9509,504.87057,171.08069,210.24115,0.8796485066413879
63,24,2,857.0364,420.6527,101.15143,233.88852,0.8809105157852173
64,14,2,183.06848,360.974,64.34012,188.6929,0.8960895538330078
64,15,2,432.8119,345.69293,71.213806,171.6995,0.9022130966186523
64,16,2,787.19147,337.9821,82.84338,192.34808,0.8774769902229309
64,17,2,687.8246,340.02783,84.575134,173.21991,0.905291736125946
64,18,2,843.7001,267.83206,60.250122,148.29497,0.8985732197761536
64,19,2,514.5077,428.22296,105.12341,187.61118,0.8609882593154907
64,20,2,364.0734,525.91956,113.832886,220.2865,0.8988698124885559
64,21,2,944.103,258.3799,64.56427,120.073425,0.9118865132331848
64,22,1,586.687,143.98691,44.96637,42.987915,0.870300829410553
64,23,2,807.04034,507.99512,174.31677,217.82602,0.8807435035705566
64,24,2,857.7025,419.61032,99.574036,233.78204,0.8807825446128845
65,14,2,182.52296,360.95694,64.71448,188.80017,0.8934658765792847
65,15,2,432.23474,345.66446,72.210175,170.63794,0.919105589389801
65,16,2,789.8285,336.60114,82.23517,190.59026,0.8971235752105713
65,17,2,688.8586,339.80402,85.46582,173.9249,0.9149709343910217
65,18,2,844.04224,268.1746,61.15851,149.3747,0.8943161964416504
65,19,2,515.8717,427.39905,105.1586,188.28043,0.838527500629425
65,20,2,361.59814,526.6143,117.50763,224.7858,0.9007211327552795
65,21,2,946.53,258.41934,64.64288,118.87128,0.9027320742607117
65,22,1,586.8383,143.89503,45.01526,43.04522,0.8698874115943909
65,23,2,803.522,514.52844,179.03882,230.43845,0.8870580196380615
65,24,2,859.5068,418.19287,97.23132,232.26697,0.8607067465782166
66,14,2,181.52296,360.19043,65.12384,189.026,0.8954999446868896
66,15,2,431.27017,345.50934,72.84955,168.975,0.9351999759674072
66,16,2,793.8225,334.6695,80.415344,187.06934,0.8870700597763062
66,17,2,689.75574,339.49774,86.026,174.28183,0.9117123484611511
66,18,2,844.1317,268.35336,61.910706,150.25977,0.8960878252983093
66,19,2,516.2457,425.7291,105.16144,188.80157,0.8720642328262329
66,20,2,356.78607,526.5071,120.98242,229.29333,0.9043258428573608
66,21,2,949.9743,258.8257,64.49548,118.3634,0.9102799892425537
66,22,1,587.13696,143.45663,44.771362,42.799606,0.8610912561416626
66,23,2,798.54987,517.10614,176.9679,235.26135,0.8919247984886169
66,24,2,860.8037,416.58646,95.45288,231.38654,0.8760279417037964
67,14,2,179.9924,359.59143,65.57045,189.69965,0.9008210897445679
67,15,2,429.65057,346.46442,73.62735,166.84116,0.937060534954071
67,16,2,796.1957,332.10034,78.12634,183.06775,0.8855733871459961
67,17,2,689.8308,339.25897,86.49475,174.7449,0.9202993512153625
67,18,2,844.57605,268.2714,61.79071,149.22144,0.8996272683143616
67,19,2,517.5698,423.75842,105.583374,189.73328,0.8757131099700928
67,20,2,353.08783,526.7843,122.29556,230.75067,0.898380696773529
67,21,2,954.4094,259.2002,64.67871,118.80025,0.908665657043457
67,22,1,587.2816,142.92546,44.52124,42.50567,0.8556217551231384
67,23,2,783.5946,518.83136,172.54132,236.3815,0.899178683757782
67,24,2,859.74835,415.40024,94.21826,230.43878,0.8830022811889648
68,14,2,179.59402,359.472,65.84541,188.7196,0.8969401121139526
68,15,2,427.75278,346.63995,74.69537,165.41757,0.9307892918586731
68,16,2,799.01135,332.4242,77.72882,182.49353,0.8799059391021729
68,17,2,690.38916,338.93628,86.78058,174.83629,0.9194156527519226
68,18,2,844.5184,268.4376,62.43347,150.2003,0.8958818912506104
68,19,2,517.4193,420.3943,105.19202,189.1875,0.8822661638259888
68,20,2,351.46085,526.45,122.58209,231.15482,0.9025017023086548
68,21,2,958.597,258.72314,64.28113,118.417145,0.9061957597732544
68,22,1,587.9011,142.06993,44.495056,42.307465,0.8477585315704346
68,23,2,773.9885,520.3481,167.36578,235.1174,0.908433735370636
68,24,2,861.68945,414.02655,92.67218,229.72989,0.8778040409088135
69,14,2,179.16254,359.13483,66.28752,188.66489,0.8982080817222595
69,15,2,426.02176,346.8631,75.9577,164.53659,0.9259334802627563
69,16,2,800.39246,336.5485,80.30267,190.71985,0.8081236481666565
69,17,2,691.68427,338.6968,87.053955,174.7405,0.9187914133071899
69,18,2,844.8069,268.8193,62.904663,150.98708,0.8951378464698792
69,19,2,519.4103,417.9994,107.96585,193.45276,0.8893877863883972
69,20,2,350.0111,524.314,123.38156,233.95676,0.9018391370773315
69,21,2,965.0668,258.42404,63.351013,117.6613,0.8951886892318726
69,22,1,588.14856,141.8147,44.628723,42.28675,0.8473149538040161
69,23,2,763.6156,520.5356,161.7378,233.37573,0.9209734797477722
69,24,2,863.7833,412.70276,91.428955,228.51346,0.8792884349822998
70,14,2,178.97473,359.00964,66.75658,188.7681,0.8974117040634155
70,15,2,425.43054,347.03668,77.262146,164.03842,0.9253277778625488
70,16,2,798.676,333.95734,77.24396,182.8199,0.8048493266105652
70,17,2,692.1489,338.63763,87.323,174.7167,0.9190728068351746
70,18,2,844.93207,268.90594,62.94812,150.7573,0.8960957527160645
70,19,2,520.12866,417.0423,109.1311,194.90137,0.8888730406761169
70,20,2,349.69135,523.50476,123.310394,234.9992,0.9018718004226685
70,21,2,967.3233,258.3577,62.74829,117.39296,0.8943529725074768
70,22,1,587.945,141.64915,45.034546,42.609444,0.8455015420913696
70,23,2,759.83844,520.4407,157.17969,232.51764,0.9209760427474976
70,24,2,864.5069,412.2581,90.47998,227.94794,0.8781099319458008
71,14,2,179.3722,360.64862,66.64302,185.9241,0.8900789618492126
71,15,2,423.86694,347.11014,79.22519,164.58307,0.9164512157440186
71,16,2,786.5644,333.74728,81.35278,184.10469,0.8507854342460632
71,17,2,694.93054,338.11902,88.42352,175.37782,0.9080208539962769
71,18,2,844.8978,266.89615,61.609375,146.44334,0.9008845090866089
71,19,2,521.3546,415.35107,109.45853,195.20895,0.8868640065193176
71,20,2,347.44147,519.4342,125.12326,241.88126,0.9064786434173584
71,21,2,970.6477,258.44208,62.454773,117.65964,0.8897994160652161
71,22,1,588.0207,141.16727,45.150024,42.624176,0.8434032797813416
71,23,2,756.52405,520.5496,153.99286,232.01987,0.8941760659217834
71,24,2,864.8594,413.0343,89.56,227.19064,0.8757733106613159
72,14,2,179.37048,360.87433,66.88756,184.38614,0.8915018439292908
72,15,2,422.2824,347.40695,80.63797,164.10785,0.9180629849433899
72,16,2,795.44934,334.20276,79.993835,181.67401,0.8295867443084717
72,17,2,695.97235,337.21683,90.44287,178.77083,0.912352442741394
72,18,2,845.1532,266.03473,61.209534,144.52573,0.8945618271827698
72,19,2,523.8994,411.8885,111.85806,199.47018,0.884297788143158
72,20,2,345.5074,515.98975,125.465,247.16449,0.8997214436531067
72,21,2,973.0349,258.05005,62.44763,117.959335,0.8809373378753662
72,22,1,588.10614,140.96695,45.150635,42.5605,0.8440248966217041
72,23,2,755.7843,520.9386,153.32678,232.55533,0.884331226348877
72,24,2,864.66064,413.4994,88.717834,225.6005,0.8801972270011902
73,14,2,179.92409,358.58136,67.98889,186.07541,0.8958325386047363
73,15,2,419.73926,347.6648,82.0495,162.95917,0.9194424748420715
73,16,2,797.8611,335.6554,80.0343,183.01573,0.7593479752540588
73,17,2,695.7485,336.39838,90.7251,179.2451,0.9048216938972473
73,18,2,845.33765,265.3392,61.306213,143.85326,0.8927420973777771
73,19,2,524.5604,409.16913,113.85507,204.14792,0.8855897188186646
73,20,2,344.92047,510.42648,126.74185,255.71869,0.8963546752929688
73,21,2,973.6007,257.9168,62.36725,117.83609,0.892791748046875
73,22,1,588.4719,140.36392,45.584534,42.909416,0.8433003425598145
73,23,2,751.1747,520.14636,153.27441,232.3475,0.8908430933952332
73,24,2,862.1968,414.2641,88.09955,222.91391,0.8912868499755859
74,14,2,179.80206,357.40167,68.73903,186.87997,0.8994309902191162
74,15,2,418.81238,347.48145,83.74484,163.05542,0.9326357245445251
74,16,2,801.4579,336.27826,79.72516,184.37561,0.7587453126907349
74,17,2,696.4376,336.1337,92.210815,181.72075,0.9121214747428894
74,18,2,845.56335,265.23114,61.446045,143.22548,0.8954604268074036
74,19,2,529.22327,406.5205,115.72427,207.25418,0.8922237157821655
74,20,2,344.5737,498.49954,131.71082,273.3537,0.8849672675132751
74,21,2,978.792,258.0538,64.23535,119.41278,0.9010940790176392
74,22,1,588.71094,140.45944,45.372864,42.613464,0.8466464877128601
74,23,2,739.78986,518.72284,153.05798,231.46304,0.9251363277435303
74,24,2,861.8662,414.62424,87.80841,220.85406,0.8982042670249939
75,14,2,180.90346,356.04495,69.122314,186.89514,0.899982213973999
75,15,2,418.6098,346.8747,85.28592,163.48422,0.9316908121109009
75,16,2,807.73047,336.19104,78.40448,183.38141,0.7645292282104492
75,17,2,699.0032,336.34692,94.74762,185.15266,0.9025413393974304
75,18,2,845.345,265.63483,61.836975,142.83994,0.8997915387153625
75,19,2,530.9404,404.11945,115.802734,209.00015,0.8747659921646118
75,20,2,344.0932,494.79822,129.49536,275.4646,0.8858609795570374
75,21,2,980.94275,258.26825,65.52545,120.00038,0.915378749370575
75,22,1,589.2229,140.30968,45.362244,42.441948,0.8502448797225952
75,23,2,731.2814,517.0476,153.89954,230.55292,0.9056233763694763
75,24,2,862.15625,415.19638,87.4469,219.15167,0.8870139718055725
