frame,tracking_id,class_id,x_center,y_center,width,height,confidence
0,1,2,228.45059,498.32892,89.66687,215.83228,0.9129244685173035
0,2,2,801.93353,382.5957,97.3396,164.39893,0.9045273065567017
0,3,2,664.9508,454.33493,89.20825,159.78632,0.8968658447265625
0,4,2,40.789993,523.0552,81.57999,210.02686,0.8936494588851929
0,5,2,1107.5844,409.8507,93.888916,155.16492,0.8916928768157959
0,6,2,618.27484,318.6866,65.65234,163.56549,0.8853654861450195
0,7,2,721.41187,544.69824,105.5813,229.21716,0.8827431201934814
0,8,2,1023.0228,403.917,141.89966,187.99573,0.8723973035812378
0,9,1,297.17606,186.0647,49.331543,52.073303,0.8511744141578674
0,10,2,1063.0529,420.12958,68.17554,157.92407,0.829077422618866
0,11,2,587.07166,256.40515,65.24512,150.7279,0.709098756313324
1,1,2,225.29372,501.32593,88.131805,211.47012,0.921355664730072
1,2,2,802.4533,381.98944,96.7146,163.30289,0.8936259746551514
1,3,2,672.1658,454.09882,89.60101,160.17184,0.9129939675331116
1,4,2,42.678516,521.72174,81.861565,210.54382,0.8882818818092346
1,5,2,1106.3066,412.09415,93.08069,153.7663,0.9109978675842285
1,6,2,618.93945,321.09247,66.286316,165.18121,0.897016704082489
1,7,2,720.4015,544.90234,105.59473,229.51178,0.8826536536216736
1,8,2,1021.00275,400.7716,143.84534,190.89133,0.8580105900764465
1,9,1,301.04688,185.84155,49.55237,52.27153,0.8447448015213013
1,10,2,1066.567,419.45013,68.25073,158.15573,0.8305061459541321
1,11,2,588.03455,258.30466,66.54382,153.62553,0.842204749584198
2,1,2,224.7547,501.8331,88.22424,210.73956,0.921370267868042
2,2,2,802.51794,381.8853,96.63336,163.10837,0.8937025666236877
2,3,2,673.4447,454.0589,89.90155,160.24448,0.9130927920341492
2,4,2,42.995266,521.5172,82.02549,210.66925,0.8874765634536743
2,5,2,1106.085,412.47638,92.988525,153.52353,0.910987913608551
2,6,2,619.0934,321.4013,66.475525,165.70341,0.8967273235321045
2,7,2,720.22766,544.9378,105.44098,229.55978,0.8826521635055542
2,8,2,1020.66235,400.22705,143.86694,191.37793,0.8579646944999695
2,9,1,301.71274,185.80412,49.632935,52.306244,0.8447079658508301
2,10,2,1067.1718,419.33548,68.23291,158.19739,0.8305910229682922
2,11,2,588.2235,258.62802,66.81787,154.10335,0.8428015112876892
2,12,2,25.728601,521.80566,51.147076,211.27899,0.7467861175537109
3,1,2,225.30203,502.8299,88.0645,208.83334,0.9230108857154846
3,2,2,801.52,381.37616,97.2796,164.29086,0.9022744297981262
3,3,2,674.8519,453.82825,90.27533,160.58084,0.9244722127914429
3,4,2,44.980766,518.4105,82.21466,210.37103,0.9203980565071106
3,5,2,1111.3352,416.2471,94.141846,154.90405,0.9275510907173157
3,6,2,621.4663,320.86728,66.40503,165.67308,0.8878264427185059
3,7,2,720.1123,545.2531,105.08075,229.51038,0.8800461888313293
3,8,2,1027.0166,401.62283,144.08698,191.77258,0.9194098114967346
3,9,1,304.35638,185.41727,49.230927,51.80269,0.866434633731842
3,10,2,1071.7288,418.45386,67.42932,156.88824,0.5418738126754761
4,1,2,225.89517,503.38422,87.20647,204.3341,0.9167797565460205
4,2,2,801.9868,382.35507,95.54938,161.01202,0.9047223925590515
4,3,2,674.78107,453.8727,91.14221,162.0794,0.912728488445282
4,4,2,47.403156,517.04956,83.73148,212.98276,0.894176721572876
4,5,2,1117.5366,418.5042,95.81677,156.6771,0.8846773505210876
4,6,2,625.2116,321.6023,64.82251,161.51512,0.8959855437278748
4,7,2,719.6619,545.5357,103.83508,227.78845,0.8706879019737244
4,8,2,1030.0369,400.9299,143.71893,191.57135,0.9181202054023743
4,9,1,307.19305,185.23523,48.398773,50.862137,0.8398172855377197
4,10,2,1077.3699,419.25348,67.31116,157.59052,0.738463819026947
5,1,2,226.95456,503.81012,87.839005,202.59518,0.9184021353721619
5,2,2,805.0868,382.03427,93.71918,157.30743,0.907111406326294
5,3,2,676.55566,453.94775,91.597595,163.43323,0.9100097417831421
5,4,2,49.09572,514.404,84.6806,213.54263,0.9112520217895508
5,5,2,1126.6719,421.02783,96.14612,156.56125,0.9005045890808105
5,6,2,628.1881,322.19623,64.25964,160.24174,0.8987187743186951
5,7,2,719.4552,545.8902,102.66016,225.9513,0.8674774169921875
5,8,2,1032.3252,401.59216,143.62604,191.95554,0.9208131432533264
5,9,1,309.58575,185.42944,48.831146,51.319656,0.8592129945755005
6,1,2,228.5957,504.1384,88.63167,200.41327,0.8990721106529236
6,2,2,806.4728,382.80573,93.715454,156.21567,0.9046183228492737
6,3,2,680.0082,453.60675,91.62366,163.87988,0.9060865044593811
6,4,2,49.70778,510.89276,85.83043,214.42667,0.8858528137207031
6,5,2,1131.0582,423.002,96.0,154.94565,0.8941721320152283
6,6,2,630.0497,322.87106,64.31317,160.5569,0.895345151424408
6,7,2,718.59357,546.70703,101.757324,224.22165,0.8659083247184753
6,8,2,1036.0033,401.46942,144.74048,194.02097,0.9110755920410156
6,9,1,311.8606,185.67856,48.75238,51.234787,0.8475799560546875
6,12,2,34.43726,509.30664,51.86571,210.62036,0.5994996428489685
6,10,2,1090.2927,420.2572,66.84558,158.19766,0.6871456503868103
7,1,2,244.73969,504.8473,88.14943,200.85806,0.9036951661109924
7,2,2,806.52734,383.6656,94.50665,155.96762,0.9045032262802124
7,3,2,683.707,453.27234,91.55676,164.11453,0.9132795929908752
7,5,2,1133.7056,423.17825,96.041626,153.52026,0.8861439228057861
7,6,2,631.9601,323.93753,64.27411,160.78334,0.8896830677986145
7,7,2,717.12256,547.93616,101.3288,222.71304,0.8855964541435242
7,8,2,1039.7004,401.4711,144.48157,194.3952,0.9248887896537781
7,9,1,314.72327,185.74829,48.84317,51.168884,0.8252242207527161
7,12,2,33.511627,509.35782,53.54105,214.93634,0.9293968677520752
8,1,2,250.43274,505.0591,87.56018,201.06769,0.9039860367774963
8,2,2,806.50995,383.9922,95.46655,155.98679,0.9044479131698608
8,3,2,684.99756,453.15363,91.39728,164.18283,0.9132764935493469
8,5,2,1134.4717,423.14584,96.605835,152.94867,0.8884777426719666
8,6,2,632.5392,324.32544,64.223694,160.98923,0.8902674317359924
8,7,2,716.5601,548.37604,101.37134,222.23096,0.8860566020011902
8,8,2,1041.005,401.4847,144.03302,194.5028,0.925978422164917
8,9,1,315.6656,185.77188,48.97711,51.147858,0.8251704573631287
8,12,2,33.180897,509.3928,54.52359,216.29315,0.9286265969276428
9,1,2,247.53543,505.65338,88.470505,200.10849,0.8877797722816467
9,2,2,807.1162,386.33386,97.23993,156.63522,0.899647057056427
9,3,2,687.15015,452.70416,92.61438,166.7269,0.9175596237182617
9,5,2,1134.3514,422.9853,97.5105,152.39789,0.8822508454322815
9,6,2,634.3865,324.28223,64.772766,162.5122,0.8939671516418457
9,7,2,715.99884,549.7471,101.684814,221.15363,0.8520655035972595
9,8,2,1045.9836,401.56897,144.38147,196.2182,0.9222124814987183
9,9,1,318.27975,185.6631,49.739807,51.76526,0.8528302311897278
9,12,2,34.041267,508.32434,55.086765,215.47183,0.9065276384353638
10,1,2,244.94829,506.38568,90.48282,199.81564,0.8944036960601807
10,2,2,808.4265,388.5899,99.46857,157.30011,0.8971920013427734
10,3,2,688.8731,452.42087,93.79077,169.08832,0.9112645983695984
10,5,2,1137.2183,425.2297,96.151,148.81726,0.8896921277046204
10,6,2,635.9287,323.8069,65.177795,163.64883,0.8882083296775818
10,7,2,713.8275,549.97107,103.00574,221.08685,0.8966724276542664
10,8,2,1050.8397,401.6228,143.79883,197.36014,0.9150341153144836
10,9,1,320.71033,185.55713,49.836243,51.673325,0.8636429309844971
10,12,2,36.296715,507.8423,56.0591,214.61685,0.9055936336517334
11,1,2,257.5863,506.18723,90.15485,200.82965,0.9034768342971802
11,2,2,808.97266,391.97583,103.67914,160.16568,0.8850668668746948
11,3,2,691.60864,451.7121,93.89166,169.51205,0.9118162393569946
11,5,2,1138.9673,426.8499,96.26721,147.156,0.8808337450027466
11,6,2,638.3283,324.37973,64.95679,162.5725,0.8947705626487732
11,7,2,712.3495,550.9481,104.18854,219.27942,0.8685916662216187
11,8,2,1055.3762,401.6881,142.73914,199.74442,0.8961601257324219
11,9,1,322.83066,185.44301,49.396545,51.103943,0.8478047847747803
11,12,2,39.225964,507.12366,57.469536,214.14273,0.9121093153953552
11,11,2,608.82025,268.32306,64.93787,147.14743,0.6730977892875671
11,10,2,1119.2277,418.36404,65.718994,148.70435,0.5197466611862183
12,1,2,264.329,505.6897,89.89641,201.80038,0.907383918762207
12,2,2,809.6672,394.92047,108.701294,164.95905,0.8905503153800964
12,3,2,695.63196,451.06238,93.992676,170.02005,0.9102486968040466
12,5,2,1142.4778,427.01303,96.72742,144.86426,0.877898097038269
12,6,2,640.81146,324.29483,65.30432,163.07143,0.8797050714492798
12,7,2,711.9935,551.87286,106.10156,218.08347,0.8890148401260376
12,8,2,1062.0145,401.98492,140.14746,199.3764,0.9108412861824036
12,9,1,324.5041,185.46222,49.260223,50.944016,0.8622862696647644
12,12,2,42.210598,507.1203,58.989754,213.36569,0.9311575293540955
13,1,2,269.1619,504.651,90.28845,203.73654,0.9033896327018738
13,2,2,809.6527,395.15326,110.583374,165.69983,0.890494704246521
13,3,2,700.549,450.696,95.11072,171.61237,0.9211422801017761
13,5,2,1146.0345,427.15942,98.80371,145.77173,0.8960850834846497
13,6,2,643.65125,324.88528,65.06476,162.17805,0.8993071913719177
13,7,2,712.14856,552.41156,108.87079,217.60641,0.8924872279167175
13,8,2,1069.0146,401.99094,138.35394,200.16718,0.903770387172699
13,9,1,326.44073,185.87076,49.352264,51.09131,0.8743917346000671
13,4,2,47.678406,506.6115,85.58458,214.30954,0.9126110076904297
14,1,2,270.84308,504.252,90.17476,204.4902,0.9026760458946228
14,2,2,809.6731,395.52557,112.053406,165.69781,0.8887091875076294
14,3,2,702.3795,450.59134,95.6886,172.2232,0.9201599955558777
14,5,2,1147.1984,427.10278,100.406006,146.14178,0.8956521153450012
14,6,2,644.5021,325.08182,65.095215,161.97137,0.8990800380706787
14,7,2,712.2538,552.54156,111.66339,217.54135,0.8922761082649231
14,8,2,1071.5684,402.03732,136.24457,200.30841,0.9031861424446106
14,9,1,327.0713,186.02484,49.34732,51.126144,0.8744943737983704
14,4,2,47.43281,506.58405,85.400734,214.29456,0.9129255414009094
15,1,2,272.74228,503.6593,88.93962,202.70007,0.8941642045974731
15,2,2,809.3788,398.87625,116.84979,172.73749,0.9130051136016846
15,3,2,704.2723,450.50015,96.0011,172.39996,0.9242303967475891
15,5,2,1150.249,428.8935,103.55945,149.92685,0.9123548269271851
15,6,2,646.0349,325.72284,65.306946,162.08533,0.8988229036331177
15,7,2,712.3683,553.02594,114.71765,217.52219,0.903325080871582
15,8,2,1075.0673,401.60443,133.74432,199.79868,0.8889937400817871
15,9,1,329.0993,186.82892,49.909607,51.757126,0.8727052807807922
15,4,2,51.021103,505.8932,85.54472,214.73831,0.9040173888206482
16,1,2,275.78024,503.01166,89.66237,205.6691,0.9180227518081665
16,2,2,809.5989,400.93335,119.27185,176.64035,0.901554524898529
16,3,2,705.92615,451.01874,97.16254,174.54648,0.9277696013450623
16,5,2,1151.4315,431.0694,107.54053,155.44418,0.9152974486351013
16,6,2,647.7593,326.44788,65.638855,163.07613,0.8886579871177673
16,7,2,713.4303,553.26245,117.89404,217.79037,0.9101670384407043
16,8,2,1078.134,401.08002,130.56549,198.67407,0.8909381031990051
16,9,1,332.00012,186.3787,50.13034,51.871445,0.8373603224754333
16,4,2,55.52366,504.17242,86.59476,218.51547,0.9086287617683411
17,1,2,279.54236,500.76587,91.0981,210.98608,0.9269562363624573
17,2,2,809.6085,403.25177,121.201965,180.45523,0.9124336838722229
17,3,2,707.18463,451.91077,98.02612,176.27585,0.9242457747459412
17,5,2,1152.9481,435.055,112.46069,163.32666,0.9205115437507629
17,6,2,648.42725,325.65997,65.8656,164.50357,0.8916785717010498
17,7,2,715.6212,552.9591,121.19928,218.4516,0.9178493618965149
17,8,2,1081.886,401.1358,129.07501,199.75488,0.8992488980293274
17,9,1,334.93942,186.09143,50.51056,52.109344,0.8720325827598572
