epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
240,2831.17,0.22339,0.29538,0.40013,0.22916,0.85738,0.99369,1,0.995,0.995,0.99369,1,0.995,0.94862,0.1417,0.3227,0.48463,0.17354,0.76889,0.000878142,0.000878142,0.000878142
241,2844.44,0.25167,0.41476,0.38201,0.24374,0.89501,0.99811,1,0.995,0.99457,0.99811,1,0.995,0.95071,0.14719,0.3166,0.48161,0.17327,0.76791,0.000874842,0.000874842,0.000874842
242,2853.95,0.23037,0.3893,0.40648,0.24422,0.87344,0.99653,1,0.995,0.995,0.99653,1,0.995,0.94707,0.1432,0.33311,0.47801,0.17064,0.76854,0.000871541,0.000871541,0.000871541
243,2866.75,0.22293,0.31808,0.39324,0.24213,0.87565,0.99598,1,0.995,0.99424,0.99598,1,0.995,0.94921,0.14574,0.32518,0.47176,0.1694,0.76916,0.00086824,0.00086824,0.00086824
244,2881.29,0.24201,0.40372,0.37598,0.22931,0.88199,0.99741,1,0.995,0.99415,0.99741,1,0.995,0.94328,0.14341,0.31335,0.47042,0.17318,0.76975,0.00086494,0.00086494,0.00086494
245,2889.4,0.24265,0.42662,0.39948,0.26748,0.86712,0.99724,1,0.995,0.99424,0.99724,1,0.995,0.93891,0.15399,0.31044,0.46812,0.17859,0.77192,0.000861639,0.000861639,0.000861639
246,2904.33,0.25106,0.42043,0.38678,0.27045,0.88009,0.99738,1,0.995,0.99422,0.99738,1,0.995,0.93956,0.14386,0.30144,0.467,0.16981,0.76887,0.000858338,0.000858338,0.000858338
247,2912.22,0.23099,0.36236,0.38286,0.24302,0.88484,0.99764,1,0.995,0.99414,0.99764,1,0.995,0.93854,0.14733,0.3038,0.46952,0.16309,0.76881,0.000855038,0.000855038,0.000855038
248,2924.09,0.24557,0.44606,0.38548,0.26332,0.88364,0.99169,1,0.995,0.995,0.99169,1,0.995,0.93266,0.15239,0.31129,0.47548,0.17714,0.76942,0.000851737,0.000851737,0.000851737
249,2931.93,0.23287,0.32774,0.37869,0.25194,0.88052,0.99162,1,0.995,0.995,0.99162,1,0.995,0.93509,0.1502,0.31013,0.48033,0.17632,0.76743,0.000848436,0.000848436,0.000848436
250,2944.02,0.23445,0.27669,0.38356,0.25082,0.864,0.99161,1,0.995,0.995,0.99161,1,0.995,0.9339,0.14326,0.30826,0.47777,0.18105,0.76786,0.000845136,0.000845136,0.000845136
251,2958.08,0.23872,0.40802,0.36982,0.26623,0.88629,0.9917,1,0.995,0.995,0.9917,1,0.995,0.93584,0.15078,0.31611,0.47129,0.179,0.76959,0.000841835,0.000841835,0.000841835
252,2967.55,0.2407,0.33142,0.37386,0.2565,0.87132,0.99508,1,0.995,0.995,0.99508,1,0.995,0.9448,0.14375,0.3134,0.47057,0.17417,0.7665,0.000838534,0.000838534,0.000838534
253,2979.04,0.23272,0.4575,0.40281,0.26071,0.85981,0.99806,1,0.995,0.995,0.99806,1,0.995,0.94847,0.14383,0.30763,0.46994,0.16648,0.76523,0.000835234,0.000835234,0.000835234
254,2994.9,0.26829,0.43445,0.36235,0.27756,0.89563,0.99838,1,0.995,0.99467,0.99838,1,0.995,0.9517,0.15381,0.31861,0.46263,0.17533,0.7676,0.000831933,0.000831933,0.000831933
255,3010.99,0.22794,0.39229,0.39205,0.24214,0.8619,0.99856,1,0.995,0.995,0.99856,1,0.995,0.94684,0.13727,0.3313,0.45919,0.16365,0.76421,0.000828632,0.000828632,0.000828632
256,3024.22,0.23041,0.3845,0.3726,0.23872,0.86907,0.99827,1,0.995,0.99464,0.99827,1,0.995,0.94782,0.1404,0.30886,0.46049,0.16215,0.76388,0.000825332,0.000825332,0.000825332
257,3037.03,0.25131,0.42787,0.37644,0.26344,0.88038,0.99788,1,0.995,0.995,0.99788,1,0.995,0.94376,0.1285,0.29516,0.46418,0.16712,0.76205,0.000822031,0.000822031,0.000822031
258,3049.45,0.23098,0.40272,0.37281,0.25232,0.88253,0.99759,1,0.995,0.995,0.99759,1,0.995,0.94233,0.14461,0.30242,0.46299,0.16762,0.76531,0.00081873,0.00081873,0.00081873
259,3062.43,0.22284,0.40805,0.39381,0.24743,0.88107,0.99724,1,0.995,0.995,0.99724,1,0.995,0.94323,0.14424,0.31047,0.45592,0.1657,0.76745,0.00081543,0.00081543,0.00081543
260,3072.99,0.21017,0.40983,0.34824,0.23527,0.86052,0.99928,1,0.995,0.995,0.99928,1,0.995,0.94166,0.14237,0.3189,0.45281,0.16609,0.76569,0.000812129,0.000812129,0.000812129
261,3086.47,0.22574,0.36015,0.39104,0.26056,0.87391,0.99554,1,0.995,0.995,0.99554,1,0.995,0.94365,0.138,0.30551,0.45508,0.16368,0.76471,0.000808828,0.000808828,0.000808828
262,3098.97,0.23005,0.37804,0.36092,0.24785,0.87306,0.98949,1,0.995,0.995,0.98949,1,0.995,0.94421,0.13145,0.30949,0.4524,0.16795,0.76442,0.000805528,0.000805528,0.000805528
263,3112.71,0.21537,0.38066,0.36353,0.24529,0.86749,1,0.99295,0.995,0.995,1,0.99295,0.995,0.93898,0.14405,0.31321,0.45532,0.17214,0.76725,0.000802227,0.000802227,0.000802227
264,3126.43,0.20219,0.27203,0.35932,0.24176,0.84849,0.99104,0.99362,0.99491,0.99491,0.99104,0.99362,0.99491,0.939,0.1351,0.29684,0.45865,0.18972,0.76762,0.000798926,0.000798926,0.000798926
265,3135.09,0.25043,0.44083,0.37902,0.26588,0.8923,0.98812,1,0.995,0.995,0.98812,1,0.995,0.93595,0.14373,0.31149,0.45536,0.18872,0.76974,0.000795626,0.000795626,0.000795626
266,3143.57,0.21974,0.33557,0.36838,0.2501,0.88368,0.99219,1,0.995,0.995,0.99219,1,0.995,0.93307,0.14476,0.30869,0.45485,0.19058,0.77079,0.000792325,0.000792325,0.000792325
267,3157.02,0.23271,0.32691,0.36523,0.24235,0.87266,0.99515,1,0.995,0.995,0.99515,1,0.995,0.93738,0.14102,0.31173,0.45663,0.17793,0.77071,0.000789024,0.000789024,0.000789024
268,3168.17,0.2298,0.28379,0.3656,0.25442,0.88853,0.99608,1,0.995,0.995,0.99608,1,0.995,0.94089,0.1387,0.30643,0.45752,0.1763,0.76897,0.000785724,0.000785724,0.000785724
269,3177.27,0.22461,0.35958,0.36227,0.25894,0.87298,0.99666,1,0.995,0.995,0.99666,1,0.995,0.94451,0.13051,0.3135,0.4562,0.16602,0.76701,0.000782423,0.000782423,0.000782423
270,3191.03,0.20835,0.30009,0.37663,0.23269,0.86387,0.99702,1,0.995,0.995,0.99702,1,0.995,0.94558,0.13656,0.29836,0.45666,0.17031,0.766,0.000779122,0.000779122,0.000779122
271,3203.63,0.2123,0.34214,0.36184,0.22589,0.86943,0.99695,1,0.995,0.995,0.99695,1,0.995,0.9478,0.13724,0.30704,0.45782,0.16393,0.76543,0.000775822,0.000775822,0.000775822
272,3212.44,0.22281,0.38112,0.38274,0.23319,0.87694,0.99677,1,0.995,0.995,0.99677,1,0.995,0.94905,0.13188,0.30466,0.45705,0.1656,0.76437,0.000772521,0.000772521,0.000772521
273,3221,0.20843,0.42984,0.3987,0.23178,0.86448,0.99323,1,0.995,0.99461,0.99323,1,0.995,0.94682,0.12971,0.29373,0.45545,0.16385,0.76435,0.00076922,0.00076922,0.00076922
274,3235.53,0.21053,0.33622,0.38488,0.23362,0.85364,0.98894,1,0.995,0.99452,0.98894,1,0.995,0.94222,0.13923,0.29903,0.45732,0.17764,0.7648,0.00076592,0.00076592,0.00076592
275,3243.61,0.20813,0.36868,0.37364,0.2385,0.85206,0.99055,1,0.995,0.995,0.99055,1,0.995,0.94493,0.13053,0.29522,0.45867,0.171,0.76197,0.000762619,0.000762619,0.000762619
276,3257.88,0.20133,0.2879,0.38212,0.22548,0.85587,0.9921,1,0.995,0.995,0.9921,1,0.995,0.95629,0.12463,0.31092,0.45795,0.16974,0.76162,0.000759318,0.000759318,0.000759318
277,3267.58,0.22709,0.37106,0.35757,0.24124,0.87703,0.9944,1,0.995,0.995,0.9944,1,0.995,0.95612,0.12518,0.30153,0.44945,0.17219,0.76279,0.000756018,0.000756018,0.000756018
278,3279.24,0.22816,0.37372,0.36816,0.23702,0.86463,0.99591,1,0.995,0.995,0.99591,1,0.995,0.95394,0.11874,0.30922,0.44506,0.16507,0.76172,0.000752717,0.000752717,0.000752717
279,3288.31,0.21414,0.45167,0.35298,0.23255,0.87135,0.99716,1,0.995,0.995,0.99716,1,0.995,0.95444,0.12157,0.30116,0.43944,0.15968,0.76288,0.000749417,0.000749417,0.000749417
280,3297.12,0.22517,0.33501,0.33641,0.239,0.89402,0.99824,1,0.995,0.995,0.99824,1,0.995,0.95269,0.11926,0.30556,0.43795,0.15435,0.7614,0.000746116,0.000746116,0.000746116
281,3310.65,0.2178,0.28978,0.3546,0.21511,0.85944,0.99853,1,0.995,0.995,0.99853,1,0.995,0.9515,0.12459,0.30228,0.43104,0.15073,0.76181,0.000742815,0.000742815,0.000742815
282,3319.58,0.23433,0.33992,0.3341,0.27074,0.87222,0.9989,1,0.995,0.995,0.9989,1,0.995,0.95034,0.12334,0.30674,0.43064,0.15944,0.76083,0.000739515,0.000739515,0.000739515
283,3333.46,0.19894,0.2864,0.36807,0.22027,0.87825,0.9989,1,0.995,0.995,0.9989,1,0.995,0.9423,0.1291,0.31641,0.42776,0.16332,0.76258,0.000736214,0.000736214,0.000736214
284,3346.25,0.2019,0.27324,0.33258,0.22127,0.83865,0.99872,1,0.995,0.995,0.99872,1,0.995,0.94388,0.12503,0.30934,0.42929,0.15611,0.76347,0.000732913,0.000732913,0.000732913
285,3355.97,0.21031,0.2486,0.36116,0.22336,0.86384,0.99873,1,0.995,0.995,0.99873,1,0.995,0.94119,0.12234,0.30615,0.43065,0.15387,0.76242,0.000729613,0.000729613,0.000729613
286,3369.98,0.20905,0.27224,0.37001,0.23739,0.8583,0.99901,1,0.995,0.995,0.99901,1,0.995,0.94106,0.12674,0.31199,0.43095,0.15756,0.76407,0.000726312,0.000726312,0.000726312
287,3378.78,0.21019,0.27815,0.33277,0.23345,0.85799,0.99859,1,0.995,0.995,0.99859,1,0.995,0.93977,0.12612,0.29943,0.42807,0.15404,0.76528,0.000723011,0.000723011,0.000723011
288,3393.14,0.19499,0.40093,0.3705,0.21782,0.85366,0.99853,1,0.995,0.995,0.99853,1,0.995,0.93803,0.12042,0.30007,0.42554,0.14888,0.76367,0.000719711,0.000719711,0.000719711
289,3401.74,0.20719,0.27771,0.35983,0.23079,0.86281,0.99871,1,0.995,0.995,0.99871,1,0.995,0.9419,0.13193,0.29531,0.42806,0.16104,0.76505,0.00071641,0.00071641,0.00071641
290,3416.18,0.22292,0.23316,0.3296,0.25931,0.87549,0.99859,1,0.995,0.995,0.99859,1,0.995,0.94438,0.1377,0.301,0.42164,0.16368,0.76632,0.000713109,0.000713109,0.000713109
291,3424.7,0.20382,0.29701,0.36129,0.2143,0.86304,0.99881,1,0.995,0.995,0.99881,1,0.995,0.94622,0.13268,0.29908,0.42141,0.1607,0.76449,0.000709809,0.000709809,0.000709809
292,3435.7,0.20862,0.35469,0.34791,0.23182,0.86701,0.99888,1,0.995,0.995,0.99888,1,0.995,0.94496,0.13636,0.30328,0.41724,0.15722,0.76503,0.000706508,0.000706508,0.000706508
293,3446.58,0.1865,0.23117,0.33152,0.22212,0.86292,0.99894,1,0.995,0.995,0.99894,1,0.995,0.94173,0.12644,0.29648,0.41165,0.15436,0.76392,0.000703207,0.000703207,0.000703207
294,3455.68,0.19562,0.30324,0.36372,0.21037,0.84198,0.99894,1,0.995,0.995,0.99894,1,0.995,0.94376,0.13825,0.29907,0.40997,0.15982,0.76533,0.000699907,0.000699907,0.000699907
295,3471.5,0.22503,0.3977,0.35026,0.2456,0.88333,0.99866,1,0.995,0.995,0.99866,1,0.995,0.94279,0.13089,0.29933,0.40888,0.15694,0.76442,0.000696606,0.000696606,0.000696606
296,3485.81,0.19959,0.32704,0.33274,0.21618,0.86345,0.99871,1,0.995,0.995,0.99871,1,0.995,0.9402,0.13936,0.29974,0.41361,0.16084,0.76516,0.000693305,0.000693305,0.000693305
297,3494.08,0.20297,0.33112,0.3446,0.21442,0.85326,0.99875,1,0.995,0.995,0.99875,1,0.995,0.9432,0.12634,0.30635,0.41954,0.15495,0.76542,0.000690005,0.000690005,0.000690005
298,3502.7,0.19265,0.3074,0.34368,0.22967,0.84778,0.99876,1,0.995,0.995,0.99876,1,0.995,0.93876,0.12042,0.3002,0.41362,0.16035,0.76484,0.000686704,0.000686704,0.000686704
299,3511.7,0.1857,0.31089,0.35162,0.20657,0.85535,0.99879,1,0.995,0.995,0.99879,1,0.995,0.93927,0.12527,0.29851,0.41202,0.16447,0.76465,0.000683403,0.000683403,0.000683403
300,3520.93,0.20981,0.37579,0.33399,0.23496,0.86504,0.99895,1,0.995,0.995,0.99895,1,0.995,0.93964,0.12551,0.30577,0.40478,0.16378,0.76484,0.000680103,0.000680103,0.000680103
301,3536.41,0.19901,0.231,0.32662,0.21916,0.86334,0.99888,1,0.995,0.995,0.99888,1,0.995,0.94342,0.13981,0.30815,0.40034,0.16716,0.7663,0.000676802,0.000676802,0.000676802
302,3544.79,0.21844,0.34781,0.3458,0.24264,0.87891,0.9988,1,0.995,0.995,0.9988,1,0.995,0.94424,0.12495,0.30728,0.40247,0.15829,0.76413,0.000673501,0.000673501,0.000673501
303,3556.92,0.2114,0.34584,0.32049,0.23794,0.86881,0.9988,1,0.995,0.995,0.9988,1,0.995,0.94483,0.12798,0.30789,0.40531,0.1596,0.76472,0.000670201,0.000670201,0.000670201
304,3564.96,0.20005,0.32746,0.32315,0.23546,0.86647,0.99882,1,0.995,0.995,0.99882,1,0.995,0.94338,0.12485,0.30746,0.40849,0.16467,0.76347,0.0006669,0.0006669,0.0006669
305,3579.81,0.20194,0.28778,0.33471,0.20842,0.85449,0.9988,1,0.995,0.995,0.9988,1,0.995,0.94643,0.11695,0.31329,0.40914,0.15199,0.76304,0.000663599,0.000663599,0.000663599
306,3587.69,0.18985,0.36954,0.34325,0.22533,0.85408,0.99859,1,0.995,0.995,0.99859,1,0.995,0.9513,0.12068,0.30707,0.40894,0.14808,0.76275,0.000660299,0.000660299,0.000660299
307,3601.29,0.19432,0.23674,0.33928,0.21528,0.86466,0.99857,1,0.995,0.995,0.99857,1,0.995,0.95218,0.114,0.2962,0.40787,0.1438,0.76112,0.000656998,0.000656998,0.000656998
308,3615.64,0.20042,0.35706,0.33446,0.21874,0.8734,0.99862,1,0.995,0.995,0.99862,1,0.995,0.95083,0.11563,0.29918,0.40736,0.14191,0.76081,0.000653697,0.000653697,0.000653697
309,3624.27,0.18843,0.24893,0.34738,0.20705,0.84187,0.99865,1,0.995,0.995,0.99865,1,0.995,0.95236,0.11957,0.29599,0.40827,0.14609,0.76218,0.000650397,0.000650397,0.000650397
310,3639.05,0.19475,0.33401,0.33501,0.21704,0.85983,0.99877,1,0.995,0.995,0.99877,1,0.995,0.95578,0.11297,0.29333,0.40852,0.14537,0.76175,0.000647096,0.000647096,0.000647096
311,3647.52,0.18814,0.3142,0.35333,0.20664,0.86986,0.99881,1,0.995,0.995,0.99881,1,0.995,0.95649,0.10687,0.29181,0.40435,0.14002,0.76169,0.000643795,0.000643795,0.000643795
312,3661.23,0.18251,0.29527,0.32997,0.20658,0.85473,0.99883,1,0.995,0.995,0.99883,1,0.995,0.95656,0.10526,0.29148,0.40457,0.14071,0.76079,0.000640495,0.000640495,0.000640495
313,3677.69,0.17642,0.263,0.32526,0.2002,0.85505,0.99869,1,0.995,0.995,0.99869,1,0.995,0.95573,0.10934,0.30065,0.41093,0.14375,0.761,0.000637194,0.000637194,0.000637194
314,3690.17,0.19544,0.3453,0.33569,0.20895,0.86356,0.99868,1,0.995,0.995,0.99868,1,0.995,0.95433,0.11578,0.30155,0.40219,0.14509,0.76114,0.000633893,0.000633893,0.000633893
315,3703.81,0.19216,0.30037,0.32671,0.2173,0.86704,0.99886,1,0.995,0.995,0.99886,1,0.995,0.95192,0.11447,0.29754,0.39393,0.14925,0.76049,0.000630593,0.000630593,0.000630593
316,3712.39,0.20169,0.30184,0.34336,0.20591,0.84135,0.99894,1,0.995,0.995,0.99894,1,0.995,0.95104,0.11601,0.295,0.39068,0.1444,0.76081,0.000627292,0.000627292,0.000627292
317,3727.11,0.19591,0.25891,0.31553,0.2119,0.86029,0.99891,1,0.995,0.995,0.99891,1,0.995,0.94717,0.11574,0.29573,0.39353,0.15201,0.75974,0.000623991,0.000623991,0.000623991
318,3735.26,0.20257,0.30525,0.32279,0.20893,0.8636,0.9989,1,0.995,0.995,0.9989,1,0.995,0.94552,0.11186,0.2923,0.39193,0.15038,0.75954,0.000620691,0.000620691,0.000620691
319,3747.14,0.19776,0.22196,0.32438,0.22366,0.86999,0.99893,1,0.995,0.995,0.99893,1,0.995,0.94193,0.106,0.30313,0.38843,0.14235,0.75968,0.00061739,0.00061739,0.00061739
320,3759.69,0.18604,0.27109,0.33471,0.20452,0.84001,0.99892,1,0.995,0.995,0.99892,1,0.995,0.94479,0.11575,0.29817,0.38736,0.14757,0.75961,0.000614089,0.000614089,0.000614089
321,3774.38,0.19867,0.34883,0.31896,0.21584,0.85686,0.99884,1,0.995,0.995,0.99884,1,0.995,0.94556,0.12116,0.29555,0.38872,0.1511,0.76041,0.000610789,0.000610789,0.000610789
322,3782.62,0.17007,0.29438,0.32341,0.19797,0.83467,0.99894,1,0.995,0.995,0.99894,1,0.995,0.94665,0.11593,0.29394,0.38766,0.14839,0.76106,0.000607488,0.000607488,0.000607488
323,3794.83,0.18838,0.26329,0.32392,0.21608,0.85675,0.99915,1,0.995,0.995,0.99915,1,0.995,0.94884,0.11488,0.29099,0.38206,0.14837,0.76003,0.000604187,0.000604187,0.000604187
324,3807.97,0.19592,0.30415,0.31324,0.22869,0.86115,0.99903,1,0.995,0.995,0.99903,1,0.995,0.95168,0.10825,0.30534,0.38873,0.13882,0.75992,0.000600887,0.000600887,0.000600887
325,3821.66,0.18281,0.28114,0.32545,0.19781,0.83746,0.99894,1,0.995,0.995,0.99894,1,0.995,0.95296,0.1114,0.29514,0.38886,0.14559,0.76105,0.000597586,0.000597586,0.000597586
326,3831.83,0.18901,0.23474,0.32814,0.20003,0.84471,0.99893,1,0.995,0.995,0.99893,1,0.995,0.9534,0.112,0.287,0.3812,0.14283,0.76135,0.000594286,0.000594286,0.000594286
327,3842.59,0.18636,0.27091,0.30609,0.20767,0.85494,0.99895,1,0.995,0.995,0.99895,1,0.995,0.95107,0.11399,0.29055,0.38133,0.13921,0.76177,0.000590985,0.000590985,0.000590985
328,3855.56,0.1847,0.29958,0.29677,0.20205,0.85247,0.99888,1,0.995,0.995,0.99888,1,0.995,0.94622,0.11247,0.30045,0.38196,0.14199,0.75976,0.000587684,0.000587684,0.000587684
329,3864.8,0.17976,0.35058,0.32127,0.21088,0.84053,0.99891,1,0.995,0.9945,0.99891,1,0.995,0.94563,0.11005,0.30152,0.3828,0.14262,0.75984,0.000584384,0.000584384,0.000584384
330,3878.79,0.17456,0.3261,0.33042,0.20248,0.8491,0.99887,1,0.995,0.995,0.99887,1,0.995,0.94762,0.11089,0.30745,0.38178,0.13985,0.76038,0.000581083,0.000581083,0.000581083
331,3892.32,0.17853,0.24861,0.30704,0.21138,0.85083,0.99886,1,0.995,0.995,0.99886,1,0.995,0.94661,0.10363,0.31047,0.37982,0.13474,0.75988,0.000577782,0.000577782,0.000577782
332,3903.11,0.18388,0.32476,0.29983,0.21667,0.86586,0.99895,1,0.995,0.995,0.99895,1,0.995,0.94546,0.1114,0.30123,0.37934,0.13691,0.76119,0.000574482,0.000574482,0.000574482
333,3915.45,0.17554,0.22879,0.31711,0.1894,0.8378,0.99906,1,0.995,0.995,0.99906,1,0.995,0.94685,0.10099,0.29121,0.38316,0.13731,0.76037,0.000571181,0.000571181,0.000571181
334,3923.41,0.18322,0.19239,0.3115,0.20837,0.87316,0.99905,1,0.995,0.995,0.99905,1,0.995,0.94506,0.11048,0.28999,0.38568,0.142,0.76107,0.00056788,0.00056788,0.00056788
335,3937.69,0.1991,0.24961,0.30482,0.21527,0.85816,0.99903,1,0.995,0.995,0.99903,1,0.995,0.94456,0.11134,0.2868,0.38164,0.14193,0.75996,0.00056458,0.00056458,0.00056458
336,3946.48,0.18896,0.33398,0.31476,0.21374,0.84739,0.99903,1,0.995,0.995,0.99903,1,0.995,0.94551,0.11697,0.28682,0.38112,0.1453,0.75948,0.000561279,0.000561279,0.000561279
337,3957.12,0.19573,0.265,0.29474,0.21365,0.85661,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94832,0.10992,0.28626,0.38019,0.14384,0.75736,0.000557978,0.000557978,0.000557978
338,3970.47,0.17061,0.26745,0.31903,0.20848,0.84223,0.99903,1,0.995,0.995,0.99903,1,0.995,0.94655,0.09819,0.28636,0.37961,0.13542,0.7566,0.000554678,0.000554678,0.000554678
339,3984.29,0.17899,0.36303,0.31756,0.20039,0.86363,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94925,0.10776,0.29081,0.37852,0.13712,0.75887,0.000551377,0.000551377,0.000551377
340,3997.48,0.17225,0.24063,0.30574,0.19534,0.85679,0.99909,1,0.995,0.995,0.99909,1,0.995,0.9495,0.10692,0.28691,0.37922,0.13911,0.75861,0.000548076,0.000548076,0.000548076
341,4010.16,0.16671,0.25632,0.30913,0.19565,0.85216,0.99905,1,0.995,0.995,0.99905,1,0.995,0.95054,0.09541,0.28202,0.38315,0.13112,0.75661,0.000544776,0.000544776,0.000544776
342,4023.25,0.16467,0.28649,0.30188,0.19066,0.83778,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94975,0.10588,0.28384,0.38151,0.1304,0.75749,0.000541475,0.000541475,0.000541475
343,4033.76,0.17348,0.22518,0.28981,0.20323,0.8435,0.99911,1,0.995,0.995,0.99911,1,0.995,0.94948,0.10188,0.2925,0.37495,0.13137,0.75697,0.000538174,0.000538174,0.000538174
344,4047.21,0.17327,0.39494,0.30825,0.20557,0.83877,0.99911,1,0.995,0.995,0.99911,1,0.995,0.94789,0.10718,0.30194,0.37139,0.14117,0.75742,0.000534874,0.000534874,0.000534874
345,4059,0.17343,0.2787,0.29372,0.19413,0.8534,0.9991,1,0.995,0.995,0.9991,1,0.995,0.9456,0.10232,0.29345,0.37256,0.13837,0.75816,0.000531573,0.000531573,0.000531573
346,4067.45,0.18133,0.27309,0.3002,0.19479,0.84353,0.99913,1,0.995,0.995,0.99913,1,0.995,0.94651,0.09845,0.29741,0.37591,0.13281,0.75761,0.000528272,0.000528272,0.000528272
347,4079.29,0.16738,0.35135,0.29243,0.19217,0.8384,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94944,0.101,0.30401,0.37216,0.13195,0.75742,0.000524972,0.000524972,0.000524972
348,4092.72,0.17792,0.32514,0.30137,0.21741,0.8509,0.9991,1,0.995,0.995,0.9991,1,0.995,0.9507,0.09989,0.32398,0.37097,0.13223,0.75697,0.000521671,0.000521671,0.000521671
349,4102.07,0.1801,0.3824,0.331,0.19956,0.86907,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94906,0.11063,0.30959,0.37124,0.13385,0.75848,0.00051837,0.00051837,0.00051837
350,4115.52,0.18923,0.39935,0.30099,0.18709,0.85868,0.99911,1,0.995,0.995,0.99911,1,0.995,0.95083,0.11011,0.29423,0.36535,0.13754,0.7579,0.00051507,0.00051507,0.00051507
351,4128.73,0.17408,0.26456,0.28436,0.2087,0.85172,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94859,0.12234,0.29533,0.36352,0.14344,0.75874,0.000511769,0.000511769,0.000511769
352,4143.19,0.17329,0.34067,0.30065,0.22476,0.85418,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94684,0.10446,0.3,0.36757,0.1371,0.75623,0.000508468,0.000508468,0.000508468
353,4153.46,0.1783,0.20401,0.29027,0.21003,0.85196,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94666,0.10952,0.29342,0.37319,0.14034,0.75634,0.000505168,0.000505168,0.000505168
354,4164.75,0.17447,0.34567,0.32,0.20727,0.84799,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94768,0.09835,0.28579,0.37033,0.13279,0.75487,0.000501867,0.000501867,0.000501867
355,4174.77,0.1664,0.25902,0.30975,0.18683,0.8311,0.99906,1,0.995,0.995,0.99906,1,0.995,0.95108,0.10957,0.28631,0.36553,0.13767,0.75667,0.000498566,0.000498566,0.000498566
356,4187.89,0.17327,0.39539,0.32189,0.19597,0.85092,0.99902,1,0.995,0.995,0.99902,1,0.995,0.9516,0.10459,0.28845,0.36864,0.13461,0.75694,0.000495266,0.000495266,0.000495266
357,4198.68,0.16883,0.36076,0.29026,0.19723,0.84856,0.99902,1,0.995,0.995,0.99902,1,0.995,0.9522,0.10083,0.2826,0.36577,0.12674,0.75641,0.000491965,0.000491965,0.000491965
358,4208.98,0.16378,0.30734,0.29422,0.20069,0.84485,0.99899,1,0.995,0.995,0.99899,1,0.995,0.9522,0.09492,0.28759,0.36249,0.1247,0.75615,0.000488664,0.000488664,0.000488664
359,4223.07,0.1701,0.25009,0.29958,0.2034,0.86075,0.999,1,0.995,0.995,0.999,1,0.995,0.9509,0.10615,0.29112,0.3617,0.13418,0.75737,0.000485364,0.000485364,0.000485364
360,4234.89,0.16744,0.24208,0.29377,0.18405,0.84833,0.99906,1,0.995,0.995,0.99906,1,0.995,0.95088,0.10988,0.28821,0.364,0.13785,0.75759,0.000482063,0.000482063,0.000482063
361,4243.21,0.16634,0.31106,0.28299,0.20055,0.83971,0.99913,1,0.995,0.995,0.99913,1,0.995,0.95005,0.10179,0.28618,0.36352,0.13189,0.75679,0.000478762,0.000478762,0.000478762
362,4256.24,0.16463,0.21851,0.28283,0.2065,0.8549,0.99914,1,0.995,0.995,0.99914,1,0.995,0.94969,0.09301,0.28516,0.36038,0.13079,0.75537,0.000475462,0.000475462,0.000475462
363,4270.74,0.17006,0.2142,0.28042,0.19552,0.86053,0.99914,1,0.995,0.995,0.99914,1,0.995,0.9484,0.09271,0.28426,0.36227,0.13045,0.75523,0.000472161,0.000472161,0.000472161
364,4284.44,0.17159,0.35293,0.29755,0.18786,0.84886,0.9991,1,0.995,0.995,0.9991,1,0.995,0.95181,0.09696,0.29048,0.35924,0.13107,0.75529,0.00046886,0.00046886,0.00046886
365,4297.55,0.17097,0.3144,0.27571,0.19049,0.85353,0.99908,1,0.995,0.995,0.99908,1,0.995,0.95211,0.09214,0.29946,0.35597,0.12599,0.75507,0.00046556,0.00046556,0.00046556
366,4309.23,0.16038,0.26584,0.30572,0.17349,0.83276,0.99906,1,0.995,0.995,0.99906,1,0.995,0.95271,0.09942,0.2947,0.35737,0.12595,0.75578,0.000462259,0.000462259,0.000462259
367,4325.57,0.17797,0.21611,0.28481,0.22247,0.85702,0.99909,1,0.995,0.995,0.99909,1,0.995,0.95165,0.10706,0.28937,0.35786,0.12811,0.75674,0.000458958,0.000458958,0.000458958
368,4334.8,0.16289,0.30995,0.30818,0.18466,0.84084,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94983,0.10403,0.28798,0.35834,0.12892,0.75636,0.000455658,0.000455658,0.000455658
369,4347.18,0.15684,0.29731,0.29078,0.17531,0.83923,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94933,0.09317,0.2908,0.35889,0.12502,0.75508,0.000452357,0.000452357,0.000452357
