epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,1370.34,0.33089,0.50558,0.49123,0.33412,0.90703,0.9903,1,0.98992,0.97487,0.9903,1,0.98992,0.92951,0.23678,0.39267,0.57551,0.23866,0.79489,0.00129072,0.00129072,0.00129072
116,1383.84,0.34093,0.53354,0.49457,0.34115,0.91757,0.98616,0.99873,0.99061,0.98617,0.98616,0.99873,0.99061,0.93151,0.23727,0.3912,0.57617,0.24178,0.79126,0.00128742,0.00128742,0.00128742
117,1394.48,0.36527,0.4991,0.47277,0.35421,0.92008,0.98502,0.99266,0.98977,0.98461,0.98502,0.99266,0.98977,0.93342,0.22012,0.40152,0.57172,0.24282,0.78673,0.00128412,0.00128412,0.00128412
118,1408.35,0.35607,0.50529,0.47037,0.33539,0.9309,0.98459,0.99217,0.98886,0.97619,0.98459,0.99217,0.98886,0.93407,0.25684,0.37397,0.56417,0.27265,0.80151,0.00128082,0.00128082,0.00128082
119,1422.19,0.36396,0.52843,0.45647,0.34589,0.9424,0.98223,0.99091,0.99049,0.98349,0.98223,0.99091,0.99049,0.933,0.25022,0.38217,0.56313,0.2678,0.79966,0.00127752,0.00127752,0.00127752
120,1431.4,0.36207,0.45898,0.47584,0.35034,0.9516,0.98294,0.99934,0.99121,0.98285,0.98294,0.99934,0.99121,0.9306,0.23164,0.39307,0.56778,0.26388,0.79143,0.00127422,0.00127422,0.00127422
121,1442.86,0.34153,0.44374,0.47214,0.3718,0.92874,0.98999,0.9935,0.99129,0.98262,0.98999,0.9935,0.99129,0.92809,0.25139,0.36195,0.56851,0.25569,0.79462,0.00127092,0.00127092,0.00127092
122,1451.83,0.37361,0.52823,0.46288,0.35992,0.97113,0.9906,0.99355,0.99061,0.97677,0.98139,0.98446,0.98268,0.91542,0.25183,0.39276,0.57128,0.25195,0.79619,0.00126762,0.00126762,0.00126762
123,1464.01,0.30259,0.54007,0.477,0.32244,0.89561,0.98128,0.99184,0.99121,0.98592,0.97203,0.98275,0.98144,0.91453,0.21879,0.3699,0.57449,0.26366,0.7894,0.00126432,0.00126432,0.00126432
124,1472.43,0.30099,0.4064,0.47841,0.32845,0.9073,0.98186,0.99163,0.99023,0.98976,0.98186,0.99163,0.99023,0.91654,0.19822,0.38755,0.57907,0.26738,0.78439,0.00126102,0.00126102,0.00126102
125,1484.95,0.32121,0.51198,0.46246,0.35254,0.93453,0.98866,1,0.98871,0.98438,0.97952,0.99091,0.98298,0.92163,0.21665,0.37524,0.57631,0.25814,0.78418,0.00125772,0.00125772,0.00125772
126,1494.82,0.3317,0.48112,0.46974,0.36902,0.92286,0.99038,1,0.9897,0.98925,0.99038,1,0.9897,0.92833,0.19383,0.34588,0.57085,0.23618,0.78234,0.00125442,0.00125442,0.00125442
127,1510.72,0.30982,0.47912,0.44687,0.32968,0.90468,0.99087,1,0.99076,0.98876,0.99087,1,0.99076,0.93329,0.19303,0.37446,0.56419,0.23048,0.78539,0.00125112,0.00125112,0.00125112
128,1531.49,0.30942,0.50798,0.46849,0.31673,0.90555,0.99063,1,0.99174,0.99091,0.99063,1,0.99174,0.92987,0.1832,0.37684,0.56376,0.23017,0.78088,0.00124782,0.00124782,0.00124782
129,1539.65,0.32299,0.41972,0.45246,0.33457,0.92394,0.98958,1,0.99227,0.98648,0.98958,1,0.99227,0.92874,0.20252,0.35154,0.56476,0.23754,0.78559,0.00124452,0.00124452,0.00124452
130,1551.98,0.28856,0.39788,0.45161,0.31596,0.90989,0.98448,1,0.99129,0.98751,0.98448,1,0.99129,0.91951,0.19357,0.40453,0.56138,0.22916,0.7818,0.00124121,0.00124121,0.00124121
131,1559.97,0.33274,0.49079,0.45652,0.35089,0.94313,0.99095,0.99176,0.99144,0.97841,0.99095,0.99176,0.99144,0.94108,0.22175,0.39572,0.56118,0.24839,0.80189,0.00123791,0.00123791,0.00123791
132,1575.01,0.34799,0.54098,0.44751,0.35628,0.93122,0.98959,0.99248,0.99129,0.97357,0.98959,0.99248,0.99129,0.94068,0.22386,0.37413,0.56456,0.2588,0.797,0.00123461,0.00123461,0.00123461
133,1582.92,0.31576,0.42732,0.45858,0.32586,0.90523,0.98461,0.99159,0.99152,0.97797,0.98461,0.99159,0.99152,0.93115,0.22356,0.37153,0.56639,0.25573,0.80151,0.00123131,0.00123131,0.00123131
134,1595.97,0.33615,0.44283,0.44305,0.33677,0.91796,0.98792,0.99393,0.99045,0.97265,0.98792,0.99393,0.99045,0.91987,0.22881,0.39652,0.56535,0.25974,0.80549,0.00122801,0.00122801,0.00122801
135,1606.06,0.32167,0.42832,0.48214,0.31897,0.90002,0.98734,0.99735,0.99197,0.98043,0.98734,0.99735,0.99197,0.93023,0.22369,0.3524,0.55627,0.24153,0.79152,0.00122471,0.00122471,0.00122471
136,1619.86,0.33878,0.42876,0.46556,0.3367,0.93539,0.98871,1,0.99273,0.98632,0.98871,1,0.99273,0.93061,0.22463,0.34494,0.55897,0.22591,0.78636,0.00122141,0.00122141,0.00122141
137,1629.35,0.30887,0.40941,0.46682,0.33775,0.91492,0.99033,1,0.99364,0.99152,0.99033,1,0.99364,0.93241,0.19155,0.33072,0.56072,0.23534,0.77849,0.00121811,0.00121811,0.00121811
138,1650.5,0.34118,0.63809,0.45973,0.34969,0.92264,0.98808,0.99796,0.99303,0.99142,0.98808,0.99796,0.99303,0.93734,0.19583,0.35343,0.56458,0.22576,0.77744,0.00121481,0.00121481,0.00121481
139,1658.95,0.33792,0.55993,0.45528,0.35341,0.93211,0.98853,0.99813,0.99235,0.991,0.98853,0.99813,0.99235,0.93439,0.19,0.34787,0.56235,0.2193,0.77742,0.00121151,0.00121151,0.00121151
140,1671.53,0.33308,0.43039,0.46591,0.34294,0.93269,0.98066,1,0.9912,0.98917,0.98066,1,0.9912,0.94648,0.18583,0.35764,0.55797,0.23004,0.77616,0.00120821,0.00120821,0.00120821
141,1680.66,0.35118,0.53917,0.44402,0.35794,0.93494,0.99038,0.99301,0.99015,0.98593,0.99038,0.99301,0.99015,0.94646,0.20011,0.36373,0.5571,0.22419,0.78025,0.00120491,0.00120491,0.00120491
142,1690.04,0.32535,0.61615,0.45123,0.35831,0.93079,0.9792,0.99932,0.98954,0.98914,0.9792,0.99932,0.98954,0.93161,0.19697,0.38075,0.55517,0.22821,0.77992,0.00120161,0.00120161,0.00120161
143,1700.68,0.32921,0.43501,0.45386,0.33651,0.91317,0.98405,0.99152,0.98932,0.98626,0.98405,0.99152,0.98932,0.94331,0.20115,0.33876,0.55367,0.23345,0.78096,0.00119831,0.00119831,0.00119831
144,1712.95,0.30385,0.30107,0.4424,0.31606,0.90678,0.97906,0.99944,0.98986,0.98514,0.97906,0.99944,0.98986,0.93594,0.21204,0.33068,0.553,0.23206,0.78346,0.00119501,0.00119501,0.00119501
145,1724.41,0.34063,0.52013,0.42553,0.35131,0.94413,0.98002,0.99945,0.99023,0.98324,0.98002,0.99945,0.99023,0.93842,0.23411,0.35191,0.55872,0.24015,0.78738,0.0011917,0.0011917,0.0011917
146,1733.16,0.32035,0.45651,0.43938,0.3356,0.89306,0.98247,0.99958,0.99,0.98917,0.98247,0.99958,0.99,0.94603,0.20781,0.33324,0.55387,0.23069,0.78082,0.0011884,0.0011884,0.0011884
147,1746.9,0.3075,0.33464,0.44697,0.35189,0.8968,0.98803,0.99897,0.98955,0.98895,0.98803,0.99897,0.98955,0.94718,0.18249,0.3786,0.55206,0.22121,0.77489,0.0011851,0.0011851,0.0011851
148,1759.23,0.31,0.43403,0.43861,0.34232,0.90989,0.99132,1,0.98955,0.9834,0.99132,1,0.98955,0.94808,0.20855,0.35706,0.54938,0.2432,0.77913,0.0011818,0.0011818,0.0011818
149,1769.28,0.32342,0.43936,0.44331,0.32503,0.91937,0.99,1,0.98924,0.98651,0.99,1,0.98924,0.94604,0.19626,0.3415,0.54404,0.24416,0.77818,0.0011785,0.0011785,0.0011785
150,1781.01,0.32971,0.45367,0.43051,0.33184,0.91795,0.99068,1,0.98894,0.98579,0.99068,1,0.98894,0.94006,0.2151,0.3495,0.54082,0.2364,0.78197,0.0011752,0.0011752,0.0011752
151,1789.06,0.3235,0.46595,0.45279,0.3305,0.91076,0.99002,1,0.98992,0.9895,0.99002,1,0.98992,0.94194,0.18566,0.39707,0.5417,0.21524,0.77695,0.0011719,0.0011719,0.0011719
152,1804.02,0.28235,0.33007,0.43662,0.2918,0.90422,0.98937,0.99967,0.99197,0.99197,0.98937,0.99967,0.99197,0.93737,0.17756,0.35266,0.53911,0.21274,0.77399,0.0011686,0.0011686,0.0011686
153,1811.81,0.30297,0.42229,0.45184,0.32686,0.93175,0.99049,1,0.9925,0.99205,0.99049,1,0.9925,0.93571,0.18861,0.37182,0.54047,0.21898,0.77699,0.0011653,0.0011653,0.0011653
154,1825.03,0.28925,0.4998,0.45595,0.29545,0.90612,0.98875,0.99747,0.99098,0.99098,0.98875,0.99747,0.99098,0.94148,0.17064,0.34839,0.5449,0.20964,0.7753,0.001162,0.001162,0.001162
155,1836.12,0.30187,0.38899,0.42234,0.31033,0.91226,0.98872,0.99913,0.99076,0.99076,0.98872,0.99913,0.99076,0.93512,0.18749,0.35509,0.55114,0.21658,0.7781,0.0011587,0.0011587,0.0011587
156,1845.08,0.29883,0.30825,0.4335,0.32067,0.90601,0.98987,0.99992,0.99098,0.99098,0.98987,0.99992,0.99098,0.93409,0.1774,0.36169,0.54967,0.21165,0.77656,0.0011554,0.0011554,0.0011554
157,1857.37,0.29449,0.43901,0.45784,0.31863,0.90631,0.99142,1,0.99152,0.98876,0.99142,1,0.99152,0.94261,0.17212,0.33781,0.54905,0.2093,0.77364,0.0011521,0.0011521,0.0011521
158,1865.21,0.29702,0.48329,0.44284,0.32253,0.90934,0.99135,1,0.99348,0.99191,0.99135,1,0.99348,0.93789,0.17544,0.3386,0.55318,0.21112,0.77368,0.0011488,0.0011488,0.0011488
159,1880.17,0.29954,0.51013,0.44403,0.31055,0.91914,0.99064,1,0.99083,0.98936,0.99064,1,0.99083,0.9353,0.1863,0.33782,0.55303,0.22426,0.77644,0.0011455,0.0011455,0.0011455
160,1895.25,0.30775,0.5414,0.45175,0.30682,0.91415,0.99032,1,0.99076,0.98931,0.99032,1,0.99076,0.93234,0.19886,0.35851,0.55217,0.23782,0.78,0.0011422,0.0011422,0.0011422
161,1904.24,0.30108,0.40729,0.43922,0.30454,0.9073,0.99056,1,0.99273,0.99054,0.99056,1,0.99273,0.93607,0.20257,0.34057,0.5469,0.23971,0.78153,0.00113889,0.00113889,0.00113889
162,1916.34,0.30763,0.40004,0.43925,0.31898,0.91898,0.99047,1,0.99174,0.98819,0.99047,1,0.99174,0.93604,0.19125,0.33704,0.54738,0.22959,0.77884,0.00113559,0.00113559,0.00113559
163,1924.78,0.31485,0.55948,0.41693,0.31171,0.90329,0.99076,0.99873,0.99038,0.98847,0.99076,0.99873,0.99038,0.93223,0.19911,0.35417,0.55304,0.23183,0.78279,0.00113229,0.00113229,0.00113229
164,1937.16,0.29857,0.44278,0.41591,0.3234,0.92146,0.9807,0.99831,0.99052,0.98727,0.9807,0.99831,0.99052,0.93012,0.21659,0.3675,0.55059,0.24197,0.7893,0.00112899,0.00112899,0.00112899
165,1945.96,0.27635,0.49387,0.43821,0.29084,0.89704,0.98742,0.99941,0.99144,0.99024,0.98742,0.99941,0.99144,0.9369,0.19929,0.35544,0.54201,0.22172,0.7815,0.00112569,0.00112569,0.00112569
166,1959.14,0.29001,0.46656,0.44389,0.28352,0.89343,0.98396,1,0.99424,0.99358,0.98396,1,0.99424,0.94415,0.2034,0.34904,0.54301,0.23132,0.78168,0.00112239,0.00112239,0.00112239
167,1970.41,0.27562,0.49426,0.44384,0.3038,0.89619,0.98434,1,0.99258,0.99078,0.98434,1,0.99258,0.94321,0.18524,0.3676,0.53908,0.22443,0.77692,0.00111909,0.00111909,0.00111909
168,1983.27,0.29797,0.34844,0.43188,0.2825,0.90415,0.98267,0.99978,0.99106,0.99106,0.98267,0.99978,0.99106,0.94137,0.18576,0.34679,0.5355,0.22171,0.77656,0.00111579,0.00111579,0.00111579
169,1995.85,0.27582,0.44533,0.42525,0.30724,0.88876,0.98196,0.99959,0.99023,0.98957,0.98196,0.99959,0.99023,0.93898,0.20993,0.339,0.5365,0.22989,0.78163,0.00111249,0.00111249,0.00111249
170,2003.51,0.29341,0.41588,0.42436,0.28508,0.89974,0.98283,0.99994,0.98992,0.98466,0.98283,0.99994,0.98992,0.94012,0.20872,0.35612,0.5406,0.22794,0.78451,0.00110919,0.00110919,0.00110919
171,2016.3,0.28279,0.33704,0.43563,0.29771,0.89835,0.98364,1,0.98977,0.98793,0.98364,1,0.98977,0.94159,0.19748,0.36146,0.54172,0.22162,0.78512,0.00110589,0.00110589,0.00110589
172,2029.1,0.28887,0.35616,0.43339,0.29317,0.89983,0.99149,1,0.99174,0.98441,0.99149,1,0.99174,0.94404,0.21972,0.36946,0.53714,0.23816,0.7925,0.00110259,0.00110259,0.00110259
173,2043.46,0.2921,0.39992,0.41943,0.29725,0.91041,0.99231,0.99844,0.99341,0.99159,0.99231,0.99844,0.99341,0.9445,0.18701,0.3317,0.53204,0.2105,0.77839,0.00109929,0.00109929,0.00109929
174,2053.04,0.30088,0.40972,0.42328,0.2974,0.90488,0.99106,1,0.99379,0.99379,0.99106,1,0.99379,0.94493,0.1664,0.33215,0.53096,0.19623,0.77205,0.00109599,0.00109599,0.00109599
175,2063.24,0.27502,0.37788,0.43134,0.3021,0.90303,0.99127,1,0.99318,0.99318,0.99127,1,0.99318,0.9444,0.17771,0.32151,0.53528,0.20091,0.77524,0.00109269,0.00109269,0.00109269
176,2076.14,0.26795,0.37221,0.43332,0.30937,0.88929,0.99126,1,0.9925,0.9925,0.99126,1,0.9925,0.9429,0.18753,0.33326,0.5363,0.20858,0.7777,0.00108938,0.00108938,0.00108938
177,2084.96,0.30199,0.38069,0.4154,0.31263,0.91185,0.99118,1,0.99295,0.99295,0.99118,1,0.99295,0.95006,0.16278,0.33581,0.53125,0.1989,0.7749,0.00108608,0.00108608,0.00108608
178,2100.03,0.29374,0.46386,0.40161,0.31861,0.90729,0.9911,1,0.99402,0.99316,0.9911,1,0.99402,0.9376,0.17162,0.3541,0.5315,0.20266,0.7744,0.00108278,0.00108278,0.00108278
179,2112.41,0.27482,0.4941,0.4339,0.29942,0.88354,0.9911,1,0.99424,0.99424,0.9911,1,0.99424,0.93605,0.17516,0.35142,0.5326,0.20551,0.77431,0.00107948,0.00107948,0.00107948
180,2122.62,0.28127,0.35828,0.39997,0.31215,0.90037,0.99036,1,0.99402,0.99332,0.99036,1,0.99402,0.93356,0.20275,0.34303,0.53312,0.21902,0.78212,0.00107618,0.00107618,0.00107618
181,2133.83,0.29072,0.43124,0.42324,0.31457,0.92265,0.99075,1,0.99424,0.99424,0.99075,1,0.99424,0.93401,0.16831,0.35289,0.53107,0.20318,0.77413,0.00107288,0.00107288,0.00107288
182,2146.45,0.27852,0.44359,0.41476,0.31328,0.91633,0.99098,1,0.99432,0.99389,0.99098,1,0.99432,0.93615,0.16971,0.35549,0.52371,0.20182,0.77314,0.00106958,0.00106958,0.00106958
183,2158.81,0.28742,0.44537,0.4293,0.2881,0.88722,0.99138,1,0.99477,0.99437,0.99138,1,0.99477,0.9435,0.18572,0.34565,0.51402,0.20571,0.77489,0.00106628,0.00106628,0.00106628
184,2172.92,0.27786,0.39698,0.42399,0.28191,0.89946,0.99067,1,0.99477,0.99477,0.99067,1,0.99477,0.94801,0.16002,0.33714,0.51251,0.19518,0.77072,0.00106298,0.00106298,0.00106298
185,2188.3,0.28872,0.46656,0.39743,0.3064,0.91023,0.98997,1,0.99477,0.99477,0.98997,1,0.99477,0.94501,0.16646,0.34198,0.50939,0.19433,0.77207,0.00105968,0.00105968,0.00105968
186,2197.54,0.26372,0.49442,0.41698,0.28026,0.90445,0.98866,1,0.9947,0.9947,0.98866,1,0.9947,0.94547,0.17799,0.3291,0.50915,0.20453,0.77443,0.00105638,0.00105638,0.00105638
187,2208.83,0.28327,0.42553,0.43462,0.28798,0.91942,0.98974,1,0.99455,0.99455,0.98974,1,0.99455,0.93874,0.16394,0.36157,0.50889,0.20339,0.77308,0.00105308,0.00105308,0.00105308
188,2221.91,0.27132,0.40687,0.42644,0.29557,0.90677,0.98879,1,0.9947,0.9947,0.98879,1,0.9947,0.93727,0.16835,0.33858,0.51289,0.19952,0.7762,0.00104978,0.00104978,0.00104978
189,2232.33,0.27897,0.42599,0.42898,0.28208,0.89631,0.97692,1,0.9947,0.9947,0.97692,1,0.9947,0.93787,0.17251,0.33078,0.51787,0.21028,0.77872,0.00104648,0.00104648,0.00104648
190,2241.09,0.27992,0.47981,0.4392,0.30086,0.90251,0.97984,0.99976,0.9947,0.9947,0.97984,0.99976,0.9947,0.9403,0.17606,0.33985,0.51254,0.2075,0.77911,0.00104318,0.00104318,0.00104318
191,2252.07,0.28567,0.33996,0.41045,0.28924,0.8843,0.99044,1,0.9947,0.9947,0.99044,1,0.9947,0.93779,0.16344,0.33208,0.51158,0.20456,0.77582,0.00103987,0.00103987,0.00103987
192,2265.28,0.2802,0.48844,0.43272,0.29159,0.89367,0.99127,1,0.99341,0.99341,0.99127,1,0.99341,0.93699,0.17005,0.31857,0.51242,0.20437,0.777,0.00103657,0.00103657,0.00103657
193,2276.4,0.27393,0.30326,0.3903,0.28779,0.89413,0.99106,1,0.99227,0.99129,0.99106,1,0.99227,0.93819,0.1738,0.3222,0.51295,0.20298,0.77732,0.00103327,0.00103327,0.00103327
194,2289.43,0.28216,0.45525,0.41461,0.28723,0.89714,0.99121,1,0.99121,0.99121,0.99121,1,0.99121,0.94047,0.16734,0.34624,0.51013,0.20836,0.77845,0.00102997,0.00102997,0.00102997
195,2299.74,0.29237,0.38732,0.42878,0.30946,0.91106,0.98992,0.99918,0.99121,0.99121,0.98992,0.99918,0.99121,0.94638,0.15962,0.33044,0.51316,0.20559,0.77895,0.00102667,0.00102667,0.00102667
196,2313.74,0.27195,0.35295,0.42024,0.2919,0.88203,0.99052,1,0.99341,0.99273,0.99052,1,0.99341,0.94993,0.16418,0.30768,0.51222,0.206,0.78028,0.00102337,0.00102337,0.00102337
197,2322.35,0.27839,0.42487,0.40732,0.27066,0.88463,0.99101,1,0.9925,0.9925,0.99101,1,0.9925,0.94656,0.17667,0.35635,0.51049,0.2106,0.78015,0.00102007,0.00102007,0.00102007
198,2336.93,0.28424,0.31414,0.42678,0.28389,0.90561,0.99128,1,0.99379,0.99293,0.99128,1,0.99379,0.94732,0.16158,0.36657,0.50437,0.1919,0.7759,0.00101677,0.00101677,0.00101677
199,2345.33,0.27926,0.41763,0.40431,0.27177,0.90178,0.99135,1,0.99424,0.99424,0.99135,1,0.99424,0.94938,0.15523,0.33598,0.5036,0.19283,0.77371,0.00101347,0.00101347,0.00101347
200,2358.23,0.25792,0.41968,0.40368,0.27889,0.88749,0.9915,1,0.99432,0.99432,0.9915,1,0.99432,0.94973,0.17296,0.33185,0.50446,0.20016,0.77486,0.00101017,0.00101017,0.00101017
201,2373.14,0.28085,0.47563,0.4358,0.31186,0.90814,0.99144,1,0.9947,0.9947,0.99144,1,0.9947,0.94369,0.169,0.34547,0.50781,0.19088,0.7745,0.00100687,0.00100687,0.00100687
202,2381.02,0.26133,0.30287,0.39847,0.27933,0.89808,0.99106,1,0.99477,0.99477,0.99106,1,0.99477,0.93874,0.17547,0.33203,0.51241,0.19485,0.77474,0.00100357,0.00100357,0.00100357
203,2395.94,0.26442,0.36352,0.40477,0.25625,0.8798,0.99063,1,0.99455,0.99391,0.99063,1,0.99455,0.93997,0.18485,0.31979,0.51804,0.19987,0.77675,0.00100027,0.00100027,0.00100027
204,2409.75,0.26687,0.4014,0.44861,0.28698,0.8777,0.99019,1,0.99432,0.99432,0.99019,1,0.99432,0.94221,0.18993,0.32552,0.51521,0.20913,0.78063,0.000996966,0.000996966,0.000996966
205,2422.58,0.27175,0.42334,0.39779,0.29165,0.88636,0.99123,1,0.99402,0.99402,0.99123,1,0.99402,0.9448,0.16891,0.32551,0.5114,0.20001,0.77313,0.000993665,0.000993665,0.000993665
206,2435.26,0.26995,0.44289,0.41761,0.30063,0.89841,0.99135,1,0.99386,0.99332,0.99135,1,0.99386,0.94808,0.17153,0.33648,0.51365,0.20308,0.77152,0.000990365,0.000990365,0.000990365
207,2447.03,0.27176,0.43933,0.4329,0.29056,0.89843,0.99068,1,0.99364,0.99364,0.99068,1,0.99364,0.94538,0.1589,0.33679,0.5056,0.1995,0.77035,0.000987064,0.000987064,0.000987064
208,2455.61,0.27787,0.38904,0.39879,0.28179,0.91902,0.99104,1,0.99348,0.99212,0.99104,1,0.99348,0.94486,0.17992,0.34543,0.50788,0.20199,0.7734,0.000983763,0.000983763,0.000983763
209,2467.44,0.29231,0.38772,0.39153,0.28843,0.9066,0.99132,1,0.99386,0.99349,0.99132,1,0.99386,0.95042,0.16806,0.34126,0.50828,0.20152,0.77139,0.000980463,0.000980463,0.000980463
210,2475.79,0.28388,0.42148,0.41909,0.2885,0.89676,0.99104,1,0.99455,0.9901,0.99104,1,0.99455,0.95207,0.20017,0.32772,0.50342,0.21268,0.77868,0.000977162,0.000977162,0.000977162
211,2488.14,0.28584,0.37563,0.40673,0.30072,0.90467,0.99147,1,0.99364,0.99309,0.99147,1,0.99364,0.95177,0.18591,0.33679,0.50435,0.19987,0.77405,0.000973861,0.000973861,0.000973861
212,2501.33,0.27325,0.40478,0.43094,0.27161,0.89418,0.99146,1,0.99227,0.99227,0.99146,1,0.99227,0.95061,0.18799,0.34656,0.50935,0.20353,0.77335,0.000970561,0.000970561,0.000970561
213,2515.93,0.26458,0.38612,0.39895,0.30767,0.88516,0.99136,1,0.99318,0.99318,0.99136,1,0.99318,0.94536,0.17473,0.34732,0.51252,0.19187,0.77105,0.00096726,0.00096726,0.00096726
214,2524.29,0.25399,0.4392,0.4181,0.26125,0.88949,0.98955,1,0.99447,0.99447,0.98955,1,0.99447,0.94302,0.17904,0.35298,0.51207,0.19532,0.77195,0.000963959,0.000963959,0.000963959
215,2537.48,0.28038,0.42216,0.39477,0.29,0.8904,0.99069,1,0.99492,0.99492,0.99069,1,0.99492,0.93645,0.15538,0.37237,0.51258,0.19319,0.76753,0.000960659,0.000960659,0.000960659
216,2551.47,0.24441,0.39763,0.39871,0.26099,0.87576,0.99125,1,0.995,0.995,0.99125,1,0.995,0.92189,0.15691,0.40121,0.51278,0.19423,0.76818,0.000957358,0.000957358,0.000957358
217,2561.1,0.25085,0.27777,0.40496,0.25166,0.86129,0.99129,1,0.995,0.995,0.99129,1,0.995,0.94062,0.16057,0.33532,0.50638,0.19605,0.76807,0.000954057,0.000954057,0.000954057
218,2574.62,0.26416,0.45808,0.40499,0.26168,0.88712,0.99136,1,0.995,0.995,0.99136,1,0.995,0.94117,0.1685,0.34754,0.49827,0.1936,0.76945,0.000950757,0.000950757,0.000950757
219,2588.98,0.26564,0.37296,0.3934,0.2627,0.89782,0.99131,1,0.995,0.99444,0.99131,1,0.995,0.94467,0.15307,0.33423,0.4992,0.18279,0.76792,0.000947456,0.000947456,0.000947456
220,2597.34,0.26018,0.35033,0.39608,0.26658,0.89079,0.99155,1,0.995,0.9946,0.99155,1,0.995,0.94569,0.15913,0.32807,0.50473,0.1886,0.77057,0.000944155,0.000944155,0.000944155
221,2609.34,0.27153,0.45731,0.41254,0.28292,0.8851,0.99159,1,0.995,0.99461,0.99159,1,0.995,0.94547,0.16077,0.33759,0.49862,0.19013,0.77222,0.000940855,0.000940855,0.000940855
222,2622.98,0.24813,0.35632,0.4123,0.28279,0.87824,0.99142,1,0.995,0.995,0.99142,1,0.995,0.94556,0.16798,0.33046,0.49671,0.20529,0.77279,0.000937554,0.000937554,0.000937554
223,2632.2,0.27429,0.39601,0.39573,0.27221,0.89189,0.99144,1,0.995,0.995,0.99144,1,0.995,0.9428,0.1721,0.33396,0.49619,0.20671,0.77385,0.000934253,0.000934253,0.000934253
224,2644.68,0.23736,0.35884,0.4154,0.25542,0.85875,0.99136,1,0.995,0.995,0.99136,1,0.995,0.94115,0.16114,0.31882,0.49291,0.19867,0.77073,0.000930953,0.000930953,0.000930953
225,2654.24,0.2497,0.28555,0.40291,0.26637,0.87666,0.99121,1,0.99492,0.99492,0.99121,1,0.99492,0.93886,0.14083,0.31513,0.49739,0.1787,0.76557,0.000927652,0.000927652,0.000927652
226,2666.23,0.25122,0.34607,0.40451,0.25405,0.87898,0.99116,1,0.99492,0.99492,0.99116,1,0.99492,0.93986,0.16099,0.32705,0.49973,0.1858,0.77135,0.000924352,0.000924352,0.000924352
227,2674.43,0.23502,0.31656,0.4305,0.25144,0.87638,0.99074,1,0.99492,0.9933,0.99074,1,0.99492,0.93975,0.1622,0.3397,0.5026,0.19545,0.77321,0.000921051,0.000921051,0.000921051
228,2688.6,0.26174,0.39279,0.39598,0.28014,0.89153,0.98741,0.99929,0.995,0.995,0.98741,0.99929,0.995,0.9454,0.16452,0.32617,0.50437,0.20566,0.77401,0.00091775,0.00091775,0.00091775
229,2701.53,0.26482,0.37528,0.41952,0.26095,0.89478,0.97473,0.98731,0.99483,0.99483,0.97473,0.98731,0.99483,0.94433,0.16936,0.30376,0.49868,0.23445,0.77562,0.00091445,0.00091445,0.00091445
230,2714.5,0.23856,0.31709,0.40818,0.24743,0.86795,0.98523,0.99909,0.995,0.99447,0.98523,0.99909,0.995,0.94393,0.15879,0.30904,0.50229,0.19609,0.77215,0.000911149,0.000911149,0.000911149
231,2727.7,0.25389,0.5162,0.4123,0.24822,0.88437,0.99084,1,0.995,0.99459,0.99084,1,0.995,0.94319,0.1789,0.31334,0.49734,0.19397,0.77678,0.000907848,0.000907848,0.000907848
232,2738.75,0.24012,0.4767,0.41539,0.25192,0.86983,0.99691,1,0.995,0.995,0.99691,1,0.995,0.94364,0.16211,0.31786,0.49176,0.18717,0.77444,0.000904548,0.000904548,0.000904548
233,2752.97,0.29194,0.3316,0.37763,0.28934,0.91378,0.99799,1,0.995,0.995,0.99799,1,0.995,0.94611,0.18044,0.32751,0.48491,0.18797,0.77518,0.000901247,0.000901247,0.000901247
234,2763.38,0.25286,0.32537,0.40077,0.24826,0.8721,0.99822,1,0.995,0.995,0.99822,1,0.995,0.9415,0.15647,0.32599,0.47907,0.18029,0.76967,0.000897946,0.000897946,0.000897946
235,2777.15,0.25706,0.33701,0.4026,0.28151,0.88268,0.9971,1,0.995,0.99407,0.9971,1,0.995,0.94112,0.1759,0.33113,0.47741,0.19412,0.77304,0.000894646,0.000894646,0.000894646
236,2788.71,0.29055,0.42048,0.40813,0.26367,0.90936,0.99451,1,0.995,0.9937,0.99451,1,0.995,0.9425,0.18436,0.32575,0.47317,0.19684,0.77653,0.000891345,0.000891345,0.000891345
237,2798.87,0.25836,0.31598,0.39177,0.26139,0.88492,0.99052,1,0.995,0.995,0.99052,1,0.995,0.9416,0.18626,0.32389,0.47396,0.19452,0.77877,0.000888044,0.000888044,0.000888044
238,2811.95,0.24415,0.37718,0.40414,0.23798,0.86964,0.99023,1,0.995,0.995,0.99023,1,0.995,0.93962,0.16954,0.31435,0.48643,0.18872,0.77468,0.000884744,0.000884744,0.000884744
239,2823.17,0.25779,0.40314,0.40291,0.24911,0.87292,0.99026,1,0.995,0.99457,0.99026,1,0.995,0.94308,0.15296,0.31205,0.49125,0.18535,0.7706,0.000881443,0.000881443,0.000881443
